Tsn;Num;Language code;Language;Name;Preferred;Description;Deprecated;Valid from;Valid to;New code
165272;1;3;English;halfnaked lycodes;true;;false;;;
165272;2;1;Scientific;Lycodes seminudus;true;;false;;;
165272;3;2;Norwegian;halvnaken ålebrosme;true;;false;;;
165272;4;2;Norwegian;storhodet ålebrosme;false;;false;;;
165291;1;3;English;Scalebelly eelpout;true;;false;;;
165291;2;1;Scientific;Lycodes squamiventer;true;;false;;;
165291;3;2;Norwegian;skjellålebrosme;true;;false;;;
631004;1;3;English;eelpout;true;;false;;;
631004;2;1;Scientific;Lycodichthys dearborni;true;;false;;;
631004;3;1;Scientific;Rhigophila dearborni;false;;false;;;
631172;1;1;Scientific;Lycodonus flagellicauda;true;;false;;;
631172;2;2;Norwegian;spisshalet ålebrosme;true;;false;;;
94224;1;1;Scientific;Lysianassidae;true;;false;;;
50434;1;3;English;pheasant-tail hydroid;true;;false;;;
50434;2;1;Scientific;Lytocarpia myriophyllum;true;;false;;;
81033;1;1;Scientific;Macoma;true;;false;;;
158573;1;1;Scientific;Macrophreata;true;;false;;;
98742;1;3;English;arch-front swimming crab;true;;false;;;
98742;2;1;Scientific;Macropipus arcuatus;true;;false;;;
98740;1;3;English;flying crab;true;;false;;;
98740;2;1;Scientific;Macropipus holsatus;true;;false;;;
623822;1;1;Scientific;Gymnoscopelus piabilis;true;;false;;;
98741;1;3;English;dwarf swimming crab;true;;false;;;
98741;2;1;Scientific;Macropipus pusillus;true;;false;;;
98743;1;3;English;portunid crab;true;;false;;;
98743;2;1;Scientific;Macropipus tuberculatus;true;;false;;;
98553;1;1;Scientific;Macropodia;true;;false;;;
98553;2;2;Norwegian;Stankelbenkrabber;true;;false;;;
98556;1;3;English;slender spider crab;true;;false;;;
98556;2;1;Scientific;Macropodia tenuirostris;true;;false;;;
644842;1;3;English;trumpet fish;true;;false;;;
644842;2;1;Scientific;Macroramphosidae;true;;false;;;
644842;3;1;Scientific;Macrorhamphosidae;false;;false;;;
644842;4;2;Norwegian;trompetfiskfamilien;true;;false;;;
551495;1;3;English;snipefishes;true;;false;;;
551495;2;1;Scientific;Macroramphosus;true;;false;;;
92891;1;1;Scientific;Macrostylis;true;;false;;;
165332;1;3;English;grenadiers;true;;false;;;
165332;2;1;Scientific;Macrouridae;true;;false;;;
165332;3;2;Norwegian;skolestfamilien;true;;false;;;
165420;1;1;Scientific;Macrourus;true;;false;;;
80969;1;3;English;rayed trough shell;true;;false;;;
80969;2;1;Scientific;Mactra corallina;true;;false;;;
205630;1;3;English;rayed trough shell;true;;false;;;
205630;2;1;Scientific;Mactra stultorum;true;;false;;;
80942;1;3;English;trough shells;true;;false;;;
80942;2;1;Scientific;Mactridae;true;;false;;;
80942;3;2;Norwegian;traumuslinger;true;;false;;;
93796;1;1;Scientific;Maera loveni;true;;false;;;
67051;1;1;Scientific;Magelona papillicornis;true;;false;;;
644673;1;1;Scientific;Magnisudis;true;;false;;;
644798;1;1;Scientific;Magnisudis indica;true;;false;;;
18061;1;3;English;flowering plants;true;;false;;;
18061;2;1;Scientific;Magnoliophyta;true;;false;;;
164724;1;1;Scientific;Lota;true;;false;;;
164725;1;3;English;burbot;true;;false;;;
164725;2;1;Scientific;Lota lota;true;;false;;;
164725;3;2;Norwegian;lake;true;;false;;;
164725;4;4;Russian;налим;true;;false;;;
164725;5;4;Russian;Налим речной;false;;false;;;
204927;1;3;English;tortoiseshell limpets;true;;false;;;
204927;2;1;Scientific;Lottiidae;true;;false;;;
80385;1;3;English;lucines;true;;false;;;
80385;2;1;Scientific;Lucinidae;true;;false;;;
80385;3;2;Norwegian;månemuslinger;true;;false;;;
156872;1;1;Scientific;Luidia ciliaris;true;;false;;;
156864;1;1;Scientific;Luidiidae;true;;false;;;
621136;1;1;Scientific;Lumbrineris;true;;false;;;
66380;1;1;Scientific;Lumbrineris gracilis;true;;false;;;
171581;1;3;English;oarfishes;true;;false;;;
171581;2;1;Scientific;Lumpenus;true;;false;;;
171581;3;2;Norwegian;Lumpenusslekten;true;;false;;;
631023;1;3;English;snakeblenny;true;;false;;;
631023;2;1;Scientific;Lumpenus lampretaeformis;true;;false;;;
631023;3;2;Norwegian;langhalet langebarn;true;;false;;;
623817;1;1;Scientific;Gymnoscopelus fraseri;true;;false;;;
623819;1;1;Scientific;Gymnoscopelus microlampas;true;;false;;;
160247;1;3;English;blackspotted smoothhound;true;;false;;;
160247;2;1;Scientific;Mustelus punctulatus;true;;false;;;
160247;3;4;Russian;средиземноморская кунья акула;true;;false;;;
80977;1;3;English;common otter shell;true;;false;;;
80977;2;1;Scientific;Lutraria lutraria;true;;false;;;
80978;1;3;English;otter shell;true;;false;;;
80978;2;1;Scientific;Lutraria magna;true;;false;;;
552326;1;1;Scientific;Lutrinae;true;;false;;;
172484;1;1;Scientific;Luvarus;true;;false;;;
95219;1;1;Scientific;Lycaeidae;true;;false;;;
64360;1;1;Scientific;Aphrodita;true;;false;;;
165244;1;3;English;Moray wolf eel;true;;false;;;
165244;2;1;Scientific;Lycenchelys muraena;true;;false;;;
165244;3;2;Norwegian;Havålebrosme;true;;false;;;
631033;1;3;English;sars' wolf eel;true;;false;;;
631033;2;1;Scientific;Lycenchelys sarsii;true;;false;;;
631033;3;2;Norwegian;Sørlig ålebrosme;true;;false;;;
623821;1;1;Scientific;Gymnoscopelus opisthopterus;true;;false;;;
630982;1;3;English;esmark's eelpout;true;;false;;;
630982;2;1;Scientific;Lycodes esmarkii;true;;false;;;
630982;3;2;Norwegian;ulvefisk;true;;false;;;
94529;1;1;Scientific;Monoculodes packardi;true;;false;;;
631144;1;3;English;Vahl's eelpout;true;;false;;;
631144;2;1;Scientific;Lycodes gracilis;true;;false;;;
631144;3;2;Norwegian;vanlig ålebrosme;true;;false;;;
165277;1;3;English;pale eelpout;true;;false;;;
165277;2;1;Scientific;Lycodes pallidus;true;;false;;;
165277;3;2;Norwegian;blek ålebrosme;true;;false;;;
165266;1;3;English;canadian eelpout;true;;false;;;
165266;2;1;Scientific;Lycodes polaris;true;;false;;;
165266;3;2;Norwegian;polarålebrosme;true;;false;;;
631159;1;3;English;Paamiut eelpout;true;;false;;;
631159;2;1;Scientific;Lycodes paamiuti;true;;false;;;
631159;3;2;Norwegian;paamiutålebrosme;true;;false;;;
165283;1;3;English;threespot eelpout;true;;false;;;
165283;2;1;Scientific;Lycodes rossi;true;;false;;;
165283;3;2;Norwegian;nordlig ålebrosme;true;;false;;;
165269;1;3;English;polar eelpout;true;;false;;;
165269;2;1;Scientific;Lycodes turneri;true;;false;;;
165284;1;3;English;vahl's eelpout;true;;false;;;
165284;2;1;Scientific;Lycodes vahlii;true;;false;;;
165284;3;2;Norwegian;vahls ålebrosme;true;;false;;;
630941;1;1;Scientific;Lycodichthys;true;;false;;;
630935;1;1;Scientific;Lycodonus;true;;false;;;
50431;1;1;Scientific;Lytocarpia;true;;false;;;
81052;1;3;English;baltic tellin;true;;false;;;
81052;2;1;Scientific;Macoma baltica;true;;false;;;
96220;1;1;Scientific;Macrobrachium;true;;false;;;
98738;1;1;Scientific;Macropipus;true;;false;;;
98745;1;3;English;marbled swimming crab;true;;false;;;
98745;2;1;Scientific;Macropipus marmoreus;true;;false;;;
98744;1;3;English;velvet swimming crab;true;;false;;;
98744;2;1;Scientific;Macropipus puber;true;;false;;;
98744;3;2;Norwegian;fløyelskrabbe;true;;false;;;
98555;1;3;English;long-leg spider crab;true;;false;;;
98555;2;1;Scientific;Macropodia rostrata;true;;false;;;
98555;3;2;Norwegian;Stankelbenkrabbe;true;;false;;;
551496;1;3;English;slender snipefish;true;;false;;;
551496;2;1;Scientific;Macroramphosus gracilis;true;;false;;;
551497;1;3;English;snipe-fish;true;;false;;;
551497;2;1;Scientific;Macroramphosus scolopax;false;;false;;;
551497;3;1;Scientific;Macroramphosus scolopax;true;;false;;;
551497;4;2;Norwegian;trompetfisk;true;;false;;;
92890;1;1;Scientific;Macrostylidae;true;;false;;;
92892;1;1;Scientific;Macrostylis spinifera;true;;false;;;
550565;1;1;Scientific;Macrourinae;true;;false;;;
165421;1;3;English;rough rattail;true;;false;;;
165421;2;1;Scientific;Macrourus berglax;true;;false;;;
165421;3;2;Norwegian;isgalt;true;;false;;;
165421;4;4;Russian;siewiernyj;true;;false;;;
80967;1;1;Scientific;Mactra;true;;false;;;
566881;1;1;Scientific;Mactroidea;true;;false;;;
67043;1;1;Scientific;Magelona;true;;false;;;
67042;1;1;Scientific;Magelonidae;true;;false;;;
644691;1;3;English;duckbill barracudina;true;;false;;;
644691;2;1;Scientific;Magnisudis atlantica;true;;false;;;
644691;3;2;Norwegian;kort laksetobis;true;;false;;;
18064;1;1;Scientific;Magnoliidae;true;;false;;;
98573;1;3;English;spiny spider crab;true;;false;;;
98573;2;1;Scientific;Maia squinado;true;;false;;;
98417;1;3;English;spider crabs;true;;false;;;
98417;2;1;Scientific;Majidae;true;;false;;;
206956;1;1;Scientific;Majoidea;true;;false;;;
165389;1;3;English;softhead grenadier;true;;false;;;
165389;2;1;Scientific;Malacocephalus laevis;true;;false;;;
165389;3;2;Norwegian;småskjellet skolest;true;;false;;;
165390;1;3;English;american straptail grenadier;true;;false;;;
165390;2;1;Scientific;Malacocephalus occidentalis;true;;false;;;
160944;1;1;Scientific;Malacoraja;true;;false;;;
622320;1;1;Scientific;Malacosteinae;true;;false;;;
162269;1;3;English;loosejaw;true;;false;;;
162269;2;1;Scientific;Malacosteus niger;true;;false;;;
162269;3;2;Norwegian;smalkjevefisk;true;;false;;;
67536;1;3;English;bambooworm;true;;false;;;
67536;2;1;Scientific;Maldane sarsi;true;;false;;;
770790;1;1;Scientific;Adamsia palliata;true;;false;;;
770790;2;2;Norwegian;Eremittkrepssjørose;true;;false;;;
98572;1;1;Scientific;Maia;true;;false;;;
168537;1;3;English;tilefishes;true;;false;;;
168537;2;1;Scientific;Malacanthidae;true;;false;;;
165388;1;1;Scientific;Malacocephalus;true;;false;;;
564151;1;3;English;smooth skate;true;;false;;;
564151;2;1;Scientific;Malacoraja senta;true;;false;;;
564152;1;3;English;soft skate;true;;false;;;
564152;2;1;Scientific;Malacoraja spinacidermis;true;;false;;;
564152;3;4;Russian;шиповатый мягкий скат;true;;false;;;
162268;1;1;Scientific;Malacosteus;true;;false;;;
89787;1;1;Scientific;Malacostraca;true;;false;;;
89787;2;2;Norwegian;storkreps;true;;false;;;
67535;1;1;Scientific;Maldane;true;;false;;;
67515;1;3;English;bamboo worms;true;;false;;;
67515;2;1;Scientific;Maldanidae;true;;false;;;
162034;1;1;Scientific;Mallotus;true;;false;;;
179913;1;3;English;mammals;true;;false;;;
179913;2;1;Scientific;Mammalia;true;;false;;;
179913;3;2;Norwegian;pattedyr;true;;false;;;
51752;1;1;Scientific;Manania atlantica;true;;false;;;
69897;1;3;English;Greenland margarite;true;;false;;;
69897;2;1;Scientific;Margarites groenlandicus;true;;false;;;
157288;1;1;Scientific;Marthasterias;true;;false;;;
182861;1;1;Scientific;Maulisia;true;;false;;;
623343;1;3;English;smallscale searsid;true;;false;;;
623343;2;1;Scientific;Maulisia microlepis;true;;false;;;
622314;1;1;Scientific;Maurolicinae;true;;false;;;
621145;1;1;Scientific;Maxillopoda;true;;false;;;
115000;1;1;Scientific;Megaloptera;true;;false;;;
95534;1;3;English;northern krill;true;;false;;;
95534;2;1;Scientific;Meganyctiphanes norvegica;true;;false;;;
95534;3;2;Norwegian;Norsk storkrill;true;;false;;;
180529;1;1;Scientific;Megaptera;true;;false;;;
166092;1;3;English;deepsea bigscale fishes;true;;false;;;
166092;2;1;Scientific;Melamphaidae;true;;false;;;
164743;1;3;English;haddocks;true;;false;;;
164743;2;1;Scientific;Melanogrammus;true;;false;;;
623312;1;1;Scientific;Melanolagus;true;;false;;;
550564;1;3;English;melanonids;true;;false;;;
550564;2;1;Scientific;Melanonidae;true;;false;;;
164745;1;1;Scientific;Melanonus;true;;false;;;
164744;1;3;English;haddock;true;;false;;;
164744;2;1;Scientific;Melanogrammus aeglefinus;true;;false;;;
164744;3;2;Norwegian;hyse;true;;false;;;
164744;4;4;Russian;piksha;true;;false;;;
164744;5;4;Russian;пикша;false;;false;;;
623729;1;1;Scientific;Hintonia candens;true;;false;;;
622390;1;1;Scientific;Melanostomias bartonbeani;true;;false;;;
660867;1;1;Scientific;Melanostomias spilorhynchus;true;;false;;;
67763;1;1;Scientific;Melinna cristata;true;;false;;;
94480;1;1;Scientific;Melphidippidae;true;;false;;;
81495;1;1;Scientific;Mercenaria;true;;false;;;
96925;1;1;Scientific;Merhippolyte americana;true;;false;;;
642590;1;3;English;southern driftfish;true;;false;;;
642590;2;1;Scientific;Icichthys australis;true;;false;;;
164789;1;3;English;hakes;true;;false;;;
164789;2;1;Scientific;Merlucciidae;true;;false;;;
164789;3;2;Norwegian;lysingfamilien;true;;false;;;
164790;1;1;Scientific;Merluccius;true;;false;;;
53879;1;3;English;oysterplants;true;;false;;;
53879;2;1;Scientific;Mertensia;true;;false;;;
53881;2;1;Scientific;Mertensia ovum;true;;false;;;
53881;3;2;Norwegian;arktiskammanet;true;;false;;;
70298;1;1;Scientific;Mesogastropoda;true;;false;;;
70298;2;2;Norwegian;mellomsnegler;true;;false;;;
180506;1;1;Scientific;Mesoplodon;true;;false;;;
94958;1;1;Scientific;Metopa;true;;false;;;
85746;1;1;Scientific;Metridia longa;true;;false;;;
85741;1;1;Scientific;Metridia lucens;true;;false;;;
52737;1;3;English;clonal plumose anemone;true;;false;;;
52737;2;1;Scientific;Metridium senile;true;;false;;;
52737;3;2;Norwegian;sjønellik;true;;false;;;
643516;1;1;Scientific;Micrenophrys;true;;false;;;
622318;1;1;Scientific;Melanostomiinae;true;;false;;;
622486;1;3;English;black dragonfish;true;;false;;;
622486;2;1;Scientific;Idiacanthus atlanticus;true;;false;;;
85366;1;1;Scientific;Microcalanus;true;;false;;;
85368;1;1;Scientific;Microcalanus pygmaeus;true;;false;;;
159522;1;1;Scientific;Microcosmus claudicans;true;;false;;;
164773;1;1;Scientific;Micromesistius;true;;false;;;
86208;1;1;Scientific;Microsetella;true;;false;;;
553195;1;3;English;pencil smelts;true;;false;;;
553195;2;1;Scientific;Microstomatidae;true;;false;;;
553195;3;2;Norwegian;havkrøklefamilien;true;;false;;;
172886;1;3;English;smear dabs;true;;false;;;
172886;2;1;Scientific;Microstomus;true;;false;;;
52805;1;1;Scientific;Mimetridium;true;;false;;;
79500;1;3;English;horse mussels;true;;false;;;
79500;2;1;Scientific;Modiolus;true;;false;;;
79507;1;3;English;bean horse mussel;true;;false;;;
79507;2;1;Scientific;Modiolus phaseolinus;true;;false;;;
173413;1;1;Scientific;Mola;true;;false;;;
159541;1;1;Scientific;Molgula;true;;false;;;
159540;1;1;Scientific;Molgulidae;true;;false;;;
74103;1;1;Scientific;Nassarius;true;;false;;;
162035;1;3;English;capelin;true;;false;;;
162035;2;1;Scientific;Mallotus villosus;true;;false;;;
162035;3;2;Norwegian;lodde;true;;false;;;
51751;1;1;Scientific;Manania;true;;false;;;
69875;1;1;Scientific;Margarites;true;;false;;;
157289;1;3;English;Spiny starfish;true;;false;;;
157289;2;1;Scientific;Marthasterias glacialis;true;;false;;;
157289;3;2;Norwegian;Piggkorstroll;true;;false;;;
182862;1;1;Scientific;Maulisia mauli;true;;false;;;
162186;1;1;Scientific;Maurolicus;true;;false;;;
623697;1;1;Scientific;Gymnoscopelus;true;;false;;;
718920;1;1;Scientific;Medusozoa;true;;false;;;
95533;1;1;Scientific;Meganyctiphanes;true;;false;;;
180530;1;3;English;humpback whale;true;;false;;;
180530;2;1;Scientific;Megaptera novaeangliae;true;;false;;;
180530;3;2;Norwegian;knølhval;true;;false;;;
180530;4;4;Russian;dlinnorukyi polosatik;true;;false;;;
180530;5;4;Russian;gorbach;false;;false;;;
180530;6;4;Russian;gorbatyi kit;false;;false;;;
156810;1;1;Scientific;Megathyrididae;true;;false;;;
623332;1;1;Scientific;Melanolagus bericoides;true;;false;;;
164746;1;3;English;winged hake;true;;false;;;
164746;2;1;Scientific;Melanonus zugmayeri;true;;false;;;
165294;1;1;Scientific;Melanostigma;true;;false;;;
165296;1;3;English;atlantic soft pout;true;;false;;;
165296;2;1;Scientific;Melanostigma atlanticum;true;;false;;;
162257;1;1;Scientific;Melanostomias;true;;false;;;
93002;1;1;Scientific;Munnopsis;true;;false;;;
67762;1;1;Scientific;Melinna;true;;false;;;
94481;1;1;Scientific;Melphidippa;true;;false;;;
94482;1;1;Scientific;Melphidippa goesi;true;;false;;;
630585;1;1;Scientific;Menidiinae;true;;false;;;
81496;1;3;English;hard-shell clam;true;;false;;;
81496;2;1;Scientific;Mercenaria mercenaria;true;;false;;;
96924;1;1;Scientific;Merhippolyte;true;;false;;;
164757;1;1;Scientific;Merlangius;true;;false;;;
550571;1;1;Scientific;Merlucciinae;true;;false;;;
164791;1;3;English;silver hake;true;;false;;;
164791;2;1;Scientific;Merluccius bilinearis;true;;false;;;
164791;3;2;Norwegian;sølvlysing;true;;false;;;
53878;1;1;Scientific;Mertensiidae;true;;false;;;
180515;1;3;English;sowerby's beaked whale;true;;false;;;
180515;2;1;Scientific;Mesoplodon bidens;true;;false;;;
180515;3;2;Norwegian;spisshval;true;;false;;;
180515;4;4;Russian;atlanticheski remhezub;true;;false;;;
180515;5;4;Russian;remnezub soverbi;false;;false;;;
180515;6;4;Russian;ремнезуб атлантический;false;;false;;;
57408;2;1;Scientific;Mesozoa;true;;false;;;
57408;3;2;Norwegian;mellomdyr;true;;false;;;
85734;1;1;Scientific;Metridia;true;;false;;;
52734;1;1;Scientific;Metridiidae;true;;false;;;
52734;2;2;Norwegian;sjønelliker;true;;false;;;
593501;1;1;Scientific;Metridiidae;false;;false;;;
593501;2;1;Scientific;Metridinidae;true;;false;;;
52736;1;1;Scientific;Metridium;true;;false;;;
158099;1;1;Scientific;Micrasterina;true;;false;;;
644150;1;3;English;norway bullhead;true;;false;;;
644150;2;1;Scientific;Micrenophrys lilljeborgii;true;;false;;;
644150;3;1;Scientific;Taurulus lilljeborgi;false;;false;;;
644150;4;2;Norwegian;piggulke;true;;false;;;
41176;1;3;English;saltmarsh-grasses;true;;false;;;
41176;2;1;Scientific;Puccinellia;true;;false;;;
41176;3;2;Norwegian;saltgrasselkta;true;;false;;;
162242;1;3;English;scaleless dragonfishes;true;;false;;;
162242;2;1;Scientific;Melanostomiinae;true;;false;;;
164795;1;3;English;european hake;true;;false;;;
164795;2;1;Scientific;Merluccius merluccius;true;;false;;;
164795;3;2;Norwegian;lysing;true;;false;;;
164795;4;4;Russian;Мерлуза европейская;true;;false;;;
85367;1;1;Scientific;Microcalanus pusillus;true;;false;;;
173022;1;1;Scientific;Microchirus;true;;false;;;
173026;1;3;English;thickback sole;true;;false;;;
173026;2;1;Scientific;Microchirus variegatus;true;;false;;;
173026;3;2;Norwegian;stripetunge;true;;false;;;
173026;4;4;Russian;Короткоперая солея;true;;false;;;
159521;1;1;Scientific;Microcosmus;true;;false;;;
999001;1;3;English;microflagellates;true;;false;;;
999001;2;1;Scientific;Microflagellates and ince;true;;false;;;
999001;3;2;Norwegian;mikroflagellater;true;;false;;;
164774;1;3;English;blue whiting;true;;false;;;
164774;2;1;Scientific;Micromesistius poutassou;true;;false;;;
164774;3;2;Norwegian;kolmule;true;;false;;;
164774;4;4;Russian;Путассу северная;true;;false;;;
168158;1;3;English;black basses;true;;false;;;
168158;2;1;Scientific;Micropterus;true;;false;;;
168160;1;3;English;largemouth bass;true;;false;;;
168160;2;1;Scientific;Micropterus salmoides;true;;false;;;
168160;3;2;Norwegian;lakseabbor;true;;false;;;
86209;1;1;Scientific;Microsetella norvegica;true;;false;;;
615946;1;1;Scientific;Microstomini;true;;false;;;
160995;1;1;Scientific;Mobula;true;;false;;;
79508;1;3;English;bearded horse mussel;true;;false;;;
79508;2;1;Scientific;Modiolus barbatus;true;;false;;;
79501;1;3;English;northern horsemussel;true;;false;;;
79501;2;1;Scientific;Modiolus modiolus;true;;false;;;
79501;3;2;Norwegian;oskjell;true;;false;;;
173414;1;3;English;ocean sunfish;true;;false;;;
173414;2;1;Scientific;Mola mola;true;;false;;;
173414;3;2;Norwegian;månefisk;true;;false;;;
159564;1;3;English;sea grapes;true;;false;;;
159564;2;1;Scientific;Molgula citrina;true;;false;;;
159568;1;3;English;sea grapes;true;;false;;;
159568;2;1;Scientific;Molgula complanata;true;;false;;;
159557;1;3;English;molgula;true;;false;;;
159557;2;3;English;sea grape;false;;false;;;
159557;3;3;English;sea grapes;false;;false;;;
159557;4;1;Scientific;Molgula manhattensis;true;;false;;;
159566;1;1;Scientific;Molgula oculata;true;;false;;;
173412;1;3;English;molas;true;;false;;;
173412;2;1;Scientific;Molidae;true;;false;;;
173412;3;2;Norwegian;månefiskfamilien;true;;false;;;
158493;1;1;Scientific;Molpadia;true;;false;;;
999056;2;1;Scientific;Molpadia arctica;true;;false;;;
158496;1;1;Scientific;Molpadia oolitica;true;;false;;;
623731;1;1;Scientific;Krefftichthys anderssoni;true;;false;;;
158502;1;1;Scientific;Molpadia borealis;true;;false;;;
160990;1;3;English;manta rays;true;;false;;;
160990;2;3;English;manta rays and devil rays;false;;false;;;
160990;3;1;Scientific;Mobulidae;true;;false;;;
623703;1;1;Scientific;Krefftichthys;true;;false;;;
158492;1;1;Scientific;Molpadiidae;true;;false;;;
164761;1;3;English;blue ling;true;;false;;;
164761;2;1;Scientific;Molva dypterygia;true;;false;;;
164761;3;2;Norwegian;blålange;true;;false;;;
94519;1;1;Scientific;Monoculodes;true;;false;;;
180484;1;1;Scientific;Monodon;true;;false;;;
70036;1;3;English;toothed winckle;true;;false;;;
70036;2;1;Scientific;Monodonta lineata;true;;false;;;
180481;1;3;English;narwhales;true;;false;;;
180481;2;1;Scientific;Monodontidae;true;;false;;;
180481;3;2;Norwegian;narhvalfamilien;true;;false;;;
78802;1;3;English;monoplacophorans;true;;false;;;
78802;2;1;Scientific;Monoplacophora;true;;false;;;
57492;1;1;Scientific;Monostilifera;true;;false;;;
80676;1;1;Scientific;Montacuta ferruginosa;true;;false;;;
164686;1;1;Scientific;Mora;true;;false;;;
616544;1;1;Scientific;Zebrias altipinnis;false;;false;;;
616649;1;1;Scientific;Laeops macrophthalmus;false;;false;;;
620964;1;1;Scientific;Upeneus guttatus;false;;false;;;
621711;1;1;Scientific;Platylambrus;false;;false;;;
622116;1;1;Scientific;Sargocentron melanospilos;false;;false;;;
622328;1;1;Scientific;Heterophotus;false;;false;;;
622335;1;1;Scientific;Pachystomias;false;;false;;;
622338;1;1;Scientific;Thysanactis;false;;false;;;
622358;1;1;Scientific;Polymetme thaeocoryla;false;;false;;;
622369;1;1;Scientific;Stomias brevibarbatus;false;;false;;;
622387;1;1;Scientific;Grammatostomias flagellibarba;false;;false;;;
622392;1;1;Scientific;Melanostomias melanops;false;;false;;;
622393;1;1;Scientific;Melanostomias tentaculatus;false;;false;;;
622444;1;1;Scientific;Eustomias longibarba;false;;false;;;
622560;1;1;Scientific;Bathophilus indicus;false;;false;;;
622675;1;1;Scientific;Sternoptyx obscura;false;;false;;;
622680;1;1;Scientific;Ateleopus indicus;false;;false;;;
622821;1;1;Scientific;Bufoceratias;false;;false;;;
622999;1;1;Scientific;Halieutaea coccinea;false;;false;;;
623001;1;1;Scientific;Halieutaea fumosa;false;;false;;;
623750;1;1;Scientific;Bolinichthys longipes;false;;false;;;
623755;1;1;Scientific;Diaphus antonbruuni;false;;false;;;
623766;1;1;Scientific;Diaphus diademophilus;false;;false;;;
623781;1;1;Scientific;Diaphus lobatus;false;;false;;;
623784;1;1;Scientific;Diaphus malayanus;false;;false;;;
166892;1;1;Scientific;Dendrochirus brachypterus;true;;false;;;
635731;1;1;Scientific;Xenomystax trucidans;false;;false;;;
635960;1;1;Scientific;Gorgasia sillneri;false;;false;;;
636138;1;1;Scientific;Ophichthus unicolor;false;;false;;;
636157;1;1;Scientific;Xyrias guineensis;false;;false;;;
160999;1;3;English;devil ray;true;;false;;;
160999;2;1;Scientific;Mobula mobular;true;;false;;;
172888;1;3;English;lemon sole;true;;false;;;
172888;2;1;Scientific;Microstomus kitt;true;;false;;;
172888;3;2;Norwegian;lomre;true;;false;;;
158491;1;1;Scientific;Molpadiida;true;;false;;;
164759;1;3;English;european lings;true;;false;;;
164759;2;1;Scientific;Molva;true;;false;;;
164759;3;2;Norwegian;langeslekten;true;;false;;;
164763;1;3;English;spanish ling;true;;false;;;
164763;2;1;Scientific;Molva macropthalma;true;;false;;;
160529;1;3;English;houndsharks;true;;false;;;
160529;2;1;Scientific;Triakidae;true;;false;;;
79806;1;3;English;ribbed saddle oyster;true;;false;;;
79806;2;1;Scientific;Monia patelliformis;true;;false;;;
79804;1;1;Scientific;Monia squama;true;;false;;;
94541;1;1;Scientific;Monoculodes tesselatus;true;;false;;;
180485;1;3;English;narwhal;true;;false;;;
180485;2;1;Scientific;Monodon monoceros;true;;false;;;
180485;3;2;Norwegian;narhval;true;;false;;;
180485;4;4;Russian;edinorog;true;;false;;;
180485;5;4;Russian;edinozub;false;;false;;;
180485;6;4;Russian;jedinorogh morskoi;false;;false;;;
180485;7;4;Russian;narval;false;;false;;;
180485;8;4;Russian;rogozub;false;;false;;;
70035;1;1;Scientific;Monodonta;true;;false;;;
331138;1;1;Scientific;Monodontinae;true;;false;;;
80672;1;1;Scientific;Montacuta;true;;false;;;
80650;1;1;Scientific;Montacutidae;true;;false;;;
164687;1;3;English;common mora;true;;false;;;
164687;2;1;Scientific;Mora moro;true;;false;;;
164687;3;2;Norwegian;mora;false;;false;;;
164687;4;2;Norwegian;morafisk;true;;false;;;
164670;1;3;English;moras;true;;false;;;
164670;2;1;Scientific;Moridae;true;;false;;;
164670;3;2;Norwegian;morafamilien;true;;false;;;
164670;4;2;Norwegian;morafiskfamilien;false;;false;;;
167676;1;1;Scientific;Morone;true;;false;;;
182882;1;3;English;southern lanternfish;true;;false;;;
182882;2;1;Scientific;Lampanyctus australis;true;;false;;;
642883;1;1;Scientific;Lepidonotothen larseni;true;;false;;;
202002;1;3;English;temperate basses;true;;false;;;
202002;2;1;Scientific;Moronidae;true;;false;;;
174698;1;1;Scientific;Morus;true;;false;;;
174712;1;3;English;northern gannet;true;;false;;;
174712;2;1;Scientific;Morus bassanus;true;;false;;;
174712;3;2;Norwegian;havsule;true;;false;;;
174712;4;4;Russian;олуш;true;;false;;;
156417;1;1;Scientific;Mucronellidae;true;;false;;;
170334;1;1;Scientific;Mugil;true;;false;;;
170333;1;3;English;mullets;true;;false;;;
170333;2;1;Scientific;Mugilidae;true;;false;;;
170333;3;2;Norwegian;multefamilien;true;;false;;;
553132;1;3;English;mullets;true;;false;;;
553132;2;1;Scientific;Mugiliformes;true;;false;;;
553132;3;1;Scientific;Mugiloidei;false;;false;;;
553132;4;2;Norwegian;multefisker;true;;false;;;
169406;1;3;English;goatfishes;true;;false;;;
169406;2;1;Scientific;Mullidae;true;;false;;;
169406;3;2;Norwegian;mullefamilien;true;;false;;;
169416;1;3;English;mullets;true;;false;;;
169416;2;1;Scientific;Mullus;true;;false;;;
169418;1;3;English;red mullet;true;;false;;;
169418;2;1;Scientific;Mullus surmuletus;true;;false;;;
169418;3;2;Norwegian;mulle;true;;false;;;
169418;4;4;Russian;Барабуля полосатая;true;;false;;;
97965;1;1;Scientific;Munida;true;;false;;;
97965;2;2;Norwegian;trollhummer;true;;false;;;
97990;1;1;Scientific;Munida longipes;true;;false;;;
79803;1;1;Scientific;Monia;true;;false;;;
169419;1;3;English;red mullet;true;;false;;;
169419;2;1;Scientific;Mullus barbatus;true;;false;;;
169419;3;4;Russian;Барабуля усатая;true;;false;;;
170335;1;3;English;flathead grey mullet;true;;false;;;
