Tsn;Num;Language code;Language;Name;Preferred;Description;Deprecated;Valid from;Valid to;New code
610024;1;1;Scientific;Paraeuchaeta;true;;false;;;
85539;1;1;Scientific;Paraeuchaeta glacialis;true;;false;;;
94179;1;1;Scientific;Parajassa;true;;false;;;
162491;1;1;Scientific;Paralepis;true;;false;;;
167592;1;1;Scientific;Paraliparis;true;;false;;;
644245;1;3;English;black seasnail;true;;false;;;
644245;2;1;Scientific;Paraliparis bathybius;true;;false;;;
644245;3;2;Norwegian;svart ringbuk;true;;false;;;
644321;1;1;Scientific;Paraliparis violaceus;true;;false;;;
97935;1;3;English;red king crab;true;;false;;;
97935;2;1;Scientific;Paralithodes camtschaticus;true;;false;;;
97935;3;2;Norwegian;kongekrabbe;true;;false;;;
65184;1;1;Scientific;Paramphinome;true;;false;;;
94591;1;1;Scientific;Paramphithoe;true;;false;;;
52124;1;1;Scientific;Paramuricea;true;;false;;;
158783;1;1;Scientific;Parasagitta;true;;false;;;
158795;1;1;Scientific;Parasagitta setosa;true;;false;;;
156468;1;1;Scientific;Parasmittina jeffreysi;true;;false;;;
609981;1;1;Scientific;Paratanaoidea;true;;false;;;
98318;1;1;Scientific;Paromola;true;;false;;;
205620;1;1;Scientific;Parvicardium;true;;false;;;
205624;1;1;Scientific;Parvicardium minimum;true;;false;;;
96166;1;3;English;pink glass shrimp;true;;false;;;
96166;2;1;Scientific;Pasiphaea multidentata;true;;false;;;
96166;3;2;Norwegian;rosenglassreke;true;;false;;;
96165;1;3;English;crimson pasiphaeid;true;;false;;;
96165;2;1;Scientific;Pasiphaea tarda;true;;false;;;
96165;3;2;Norwegian;Rødglassreke;true;;false;;;
69750;1;1;Scientific;Patella;true;;false;;;
69753;1;3;English;black-footed limpet;true;;false;;;
69753;2;1;Scientific;Patella depressa;true;;false;;;
644728;1;3;English;Antarctic jonasfish;true;;false;;;
644728;2;1;Scientific;Notolepis coatsi;true;;false;;;
69756;1;3;English;black-footed limpet;true;;false;;;
69756;2;1;Scientific;Patella intermedia;true;;false;;;
69752;1;3;English;common limpet;true;;false;;;
69752;2;1;Scientific;Patella vulgata;true;;false;;;
69752;3;2;Norwegian;vanlig albueskjell;true;;false;;;
331095;1;1;Scientific;Patellinae;true;;false;;;
331092;1;1;Scientific;Patelloidea;true;;false;;;
69748;1;3;English;blue-rayed limpet;true;;false;;;
69748;2;1;Scientific;Patina pellucida;true;;false;;;
154425;1;3;English;pauropods;true;;false;;;
154425;2;1;Scientific;Pauropoda;true;;false;;;
156881;1;1;Scientific;Paxillosida;true;;false;;;
79683;1;3;English;escallop;true;;false;;;
79683;2;1;Scientific;Pecten maximus;true;;false;;;
79683;3;2;Norwegian;stor kammusling;false;;false;;;
79683;4;2;Norwegian;stort kamskjell;true;;false;;;
79683;5;4;Russian;grebeshok;true;;false;;;
67706;1;1;Scientific;Pectinaria;true;;false;;;
67713;1;1;Scientific;Pectinaria koreni;true;;false;;;
79611;1;3;English;scallops;true;;false;;;
79611;2;1;Scientific;Pectinidae;true;;false;;;
79611;3;2;Norwegian;kammuslinger;true;;false;;;
173050;1;1;Scientific;Pegusa;true;;false;;;
156771;1;1;Scientific;Pelagodiscus atlanticus;true;;false;;;
159370;1;1;Scientific;Pelonaia;true;;false;;;
11347;1;1;Scientific;Pelvetia;true;;false;;;
95602;1;3;English;penaeid shrimps;true;;false;;;
95602;2;1;Scientific;Penaeidae;true;;false;;;
95601;1;3;English;penaeoid shrimps;true;;false;;;
95601;2;1;Scientific;Penaeoidea;true;;false;;;
95603;1;1;Scientific;Penaeus;true;;false;;;
52348;1;3;English;sea pens;true;;false;;;
52348;2;1;Scientific;Pennatulacea;true;;false;;;
52348;3;2;Norwegian;sjøfjær;true;;false;;;
52419;1;3;English;phosphorescent sea pen;true;;false;;;
52419;2;1;Scientific;Pennatula phosphorea;true;;false;;;
52419;3;2;Norwegian;vanlig sjøfjær;true;;false;;;
33665;1;1;Scientific;Penstemon;true;;false;;;
33943;1;1;Scientific;Penstemon lyallii;true;;false;;;
33963;1;1;Scientific;Penstemon pachyphyllus;true;;false;;;
33967;1;1;Scientific;Penstemon pallidus;true;;false;;;
33970;1;1;Scientific;Penstemon parviflorus;true;;false;;;
161699;1;1;Scientific;Clupeoidei;true;;false;;;
158221;1;1;Scientific;Pentamera;true;;false;;;
155455;1;3;English;pentastomes;true;;false;;;
155455;2;1;Scientific;Pentastomida;true;;false;;;
172564;1;3;English;harvestfishes;true;;false;;;
172564;2;1;Scientific;Palometa;false;;false;;;
172564;3;1;Scientific;Peprilus;true;;false;;;
170315;1;3;English;temperate basses;true;;false;;;
170315;2;1;Scientific;Percichthyidae;true;;false;;;
168356;1;3;English;perches;true;;false;;;
168356;2;1;Scientific;Percidae;true;;false;;;
162468;1;1;Scientific;Notolepis;true;;false;;;
65983;1;3;English;ragworm;true;;false;;;
65983;2;1;Scientific;Perinereis cultrifera;true;;false;;;
51611;1;1;Scientific;Periphylla;true;;false;;;
51611;2;2;Norwegian;perifylla;true;;false;;;
51612;1;1;Scientific;Periphylla periphylla;true;;false;;;
51612;2;2;Norwegian;kronemanet;true;;false;;;
51610;1;1;Scientific;Periphyllidae;true;;false;;;
167003;1;1;Scientific;Peristedion;true;;false;;;
159139;1;3;English;dwarf ascidian;true;;false;;;
159139;2;1;Scientific;Perophora listeri;true;;false;;;
159135;1;1;Scientific;Perophoridae;true;;false;;;
81627;1;3;English;american piddock;true;;false;;;
81627;2;1;Scientific;Petricola pholadiformis;true;;false;;;
567090;1;1;Scientific;Petricolaria;true;;false;;;
159721;1;1;Scientific;Petromyzon;true;;false;;;
622225;1;1;Scientific;Petromyzontinae;true;;false;;;
2172;1;1;Scientific;Phaeocystis;true;;false;;;
999007;2;1;Scientific;Phakellia ventilabrum;true;;false;;;
999007;3;2;Norwegian;grisøresvamp;true;;false;;;
999007;4;2;Norwegian;viftesvamp;false;;false;;;
33972;1;1;Scientific;Penstemon parvus;true;;false;;;
33975;1;1;Scientific;Penstemon paysoniorum;true;;false;;;
33978;1;1;Scientific;Penstemon personatus;true;;false;;;
174713;1;3;English;cormorants;true;;false;;;
174713;2;1;Scientific;Phalacrocoracidae;true;;false;;;
174714;1;3;English;cormorants;true;;false;;;
174714;2;1;Scientific;Phalacrocorax;true;;false;;;
174714;3;2;Norwegian;skarver;true;;false;;;
566908;1;1;Scientific;Pharidae;true;;false;;;
154733;1;1;Scientific;Phascolion;true;;false;;;
98319;1;3;English;box crab;true;;false;;;
98319;2;1;Scientific;Paromola cuvieri;true;;false;;;
98319;3;2;Norwegian;heksekrabbe;true;;false;;;
205622;1;1;Scientific;Parvicardium exiguum;true;;false;;;
96162;1;1;Scientific;Pasiphaea;true;;false;;;
96162;2;2;Norwegian;flatreker;false;;false;;;
96162;3;2;Norwegian;glassreker;true;;false;;;
96162;4;2;Norwegian;hvitreker;false;;false;;;
96168;1;1;Scientific;Pasiphaea affinis;true;;false;;;
96174;1;3;English;white glass shrimp;true;;false;;;
96174;2;1;Scientific;Pasiphaea sivado;true;;false;;;
96174;3;2;Norwegian;glassreke;true;;false;;;
96161;1;3;English;glass shrimps;true;;false;;;
96161;2;1;Scientific;Pasiphaeidae;true;;false;;;
206938;1;1;Scientific;Pasiphaeoidea;true;;false;;;
69754;1;1;Scientific;Patella asprea;true;;false;;;
69746;1;3;English;limpets;true;;false;;;
69746;2;1;Scientific;Patellidae;true;;false;;;
69746;3;2;Norwegian;albuesnegler;true;;false;;;
566854;1;1;Scientific;Patellogastropoda;true;;false;;;
69747;1;1;Scientific;Patina;true;;false;;;
79679;1;1;Scientific;Pecten;true;;false;;;
67712;1;1;Scientific;Pectinaria californiensis;true;;false;;;
67692;1;1;Scientific;Pectinariidae;true;;false;;;
621153;1;1;Scientific;Pedunculata;true;;false;;;
173051;1;3;English;sand sole;true;;false;;;
173051;2;1;Scientific;Pegusa lascaris;true;;false;;;
173051;3;2;Norwegian;sandtunge;true;;false;;;
173051;4;4;Russian;Морской язык песчаный;true;;false;;;
156770;1;1;Scientific;Pelagodiscus;true;;false;;;
817982;1;1;Scientific;Pelmatozoa;true;;false;;;
159371;1;1;Scientific;Pelonaia corrugata;true;;false;;;
11350;1;3;English;channeled wrack;true;;false;;;
11350;2;1;Scientific;Pelvetia canaliculata;true;;false;;;
11350;3;2;Norwegian;sauetang;true;;false;;;
52417;1;1;Scientific;Pennatula;true;;false;;;
52416;1;1;Scientific;Pennatulidae;true;;false;;;
161619;1;3;English;avocet snipe-eel;true;;false;;;
161619;2;3;English;snipe;false;;false;;;
161619;3;3;English;snipe eel;false;;false;;;
161619;4;1;Scientific;Avocettina infans;true;;false;;;
33937;1;1;Scientific;Penstemon linarioides;true;;false;;;
33944;1;1;Scientific;Penstemon marcusii;true;;false;;;
33966;1;1;Scientific;Penstemon pahutensis;true;;false;;;
33968;1;1;Scientific;Penstemon papillatus;true;;false;;;
33971;1;1;Scientific;Penstemon parvulus;true;;false;;;
168470;1;3;English;European perch;true;;false;;;
168470;2;3;English;perch;false;;false;;;
168470;3;1;Scientific;Perca fluviatilis;true;;false;;;
168470;4;2;Norwegian;abbor;true;;false;;;
168470;5;4;Russian;окунь;true;;false;;;
168470;6;4;Russian;Окунь речной обыкновенный;false;;false;;;
158223;1;1;Scientific;Pentamera calcigera;true;;false;;;
172569;1;3;English;pacific harvestfish;true;;false;;;
172569;2;1;Scientific;Peprilus medius;true;;false;;;
172567;1;3;English;butterfish;true;;false;;;
172567;2;1;Scientific;Peprilus triacanthus;true;;false;;;
168468;1;1;Scientific;Perca;true;;false;;;
167641;1;1;Scientific;Percoidei;true;;false;;;
167641;2;2;Norwegian;abborfisker;true;;false;;;
65982;1;1;Scientific;Perinereis;true;;false;;;
157822;1;1;Scientific;Perischoechinoidea;true;;false;;;
167019;1;3;English;armed gurnard;true;;false;;;
167019;2;1;Scientific;Peristedion cataphractum;true;;false;;;
159136;1;1;Scientific;Perophora;true;;false;;;
568081;1;3;English;american piddock;true;;false;;;
568081;2;1;Scientific;Petricolaria pholadiformis;true;;false;;;
81624;1;3;English;false angel vings;true;;false;;;
81624;2;1;Scientific;Petricolidae;true;;false;;;
81624;3;2;Norwegian;englevinger;true;;false;;;
159722;1;3;English;sea lamprey;true;;false;;;
159722;2;1;Scientific;Petromyzon marinus;true;;false;;;
159722;3;2;Norwegian;havniøye;true;;false;;;
159722;4;4;Russian;morskaya minoga;true;;false;;;
159697;1;3;English;lampreys;true;;false;;;
159697;2;1;Scientific;Petromyzontidae;true;;false;;;
159697;3;2;Norwegian;niøyefamilien;true;;false;;;
159696;1;3;English;hagfishes and lampreys;true;;false;;;
159696;2;1;Scientific;Petromyzontiformes;true;;false;;;
159696;3;2;Norwegian;niøyer;true;;false;;;
2171;1;1;Scientific;Phaeocystaceae;true;;false;;;
10686;1;3;English;brown seaweeds;true;;false;;;
10686;2;1;Scientific;Phaeophyceae;true;;false;;;
10686;3;2;Norwegian;brunalger;true;;false;;;
10686;4;2;Norwegian;tang/tare;false;;false;;;
660055;1;3;English;brown algae;true;;false;;;
660055;2;1;Scientific;Phaeophyta;true;;false;;;
48376;2;1;Scientific;Phakellia;true;;false;;;
33974;1;1;Scientific;Penstemon payettensis;true;;false;;;
33977;1;1;Scientific;Penstemon perpulcher;true;;false;;;
690631;1;1;Scientific;Oneirodes notius;true;;false;;;
174715;1;3;English;great cormorant;true;;false;;;
174715;2;1;Scientific;Phalacrocorax carbo;true;;false;;;
174715;3;2;Norwegian;storskarv;true;;false;;;
174715;4;4;Russian;большой баклан;true;;false;;;
78302;1;1;Scientific;Phanerobranchia;true;;false;;;
772459;1;1;Scientific;Phascoliidae;true;;false;;;
772477;1;1;Scientific;Phascolion (Phascolion);true;;false;;;
773124;2;1;Scientific;Phascolion strombi;false;;false;;;
773124;3;1;Scientific;Phascolion strombus strombus;true;;false;;;
67241;1;1;Scientific;Pherusa;true;;false;;;
76176;1;1;Scientific;Philine;true;;false;;;
76196;1;1;Scientific;Philine scabra;true;;false;;;
97187;1;1;Scientific;Philocheras;true;;false;;;
97188;1;1;Scientific;Philocheras trispinosus;true;;false;;;
84371;1;1;Scientific;Philomedes brenda;true;;false;;;
772629;1;1;Scientific;Phascolion strombus;true;;false;;;
67244;1;1;Scientific;Pherusa plumosa;true;;false;;;
76189;1;3;English;angled paperbubble;true;;false;;;
76189;2;1;Scientific;Philine angulata;true;;false;;;
76188;1;3;English;lobe shell;true;;false;;;
76188;2;3;English;sand slug;false;;false;;;
76188;3;1;Scientific;Philine aperta;true;;false;;;
76188;4;2;Norwegian;mandelsnegl;true;;false;;;
76179;2;1;Scientific;Philine finmarchica;true;;false;;;
76175;1;1;Scientific;Philinidae;true;;false;;;
97190;1;1;Scientific;Philocheras bispinosus;true;;false;;;
84369;1;1;Scientific;Philomedes;true;;false;;;
84370;1;1;Scientific;Philomedes dentata;true;;false;;;
84361;1;1;Scientific;Philomedidae;true;;false;;;
180641;1;1;Scientific;Phoca;true;;false;;;
180640;1;3;English;common seals;true;;false;;;
180640;2;1;Scientific;Phocidae;true;;false;;;
180640;3;2;Norwegian;selfamilien;true;;false;;;
180473;1;3;English;harbor porpoise;true;;false;;;
180473;2;1;Scientific;Phocoena phocoena;true;;false;;;
180473;3;2;Norwegian;nise;true;;false;;;
180473;4;4;Russian;azovka;true;;false;;;
180473;5;4;Russian;azovka (Black and Azov Seas);false;;false;;;
180473;6;4;Russian;azovskii delfin;false;;false;;;
180473;7;4;Russian;azovskii delfin (Azov Sea);false;;false;;;
180473;8;4;Russian;burtuk;false;;false;;;
180473;9;4;Russian;chuska;false;;false;;;
180473;10;4;Russian;morskaya svinya;false;;false;;;
81783;1;3;English;piddocks/shipworms;true;;false;;;
81783;2;1;Scientific;Pholadoidea;true;;false;;;
81884;1;1;Scientific;Pholadomyacea;true;;false;;;
81810;1;1;Scientific;Pholas;true;;false;;;
171632;1;3;English;gunnels;true;;false;;;
171632;2;1;Scientific;Pholidae;true;;false;;;
171632;3;2;Norwegian;tangsprellfamilien;true;;false;;;
171638;1;3;English;longfin gunnel;true;;false;;;
171638;2;1;Scientific;Pholis clemensi;true;;false;;;
171639;1;3;English;banded gunnel;true;;false;;;
171639;2;1;Scientific;Pholis fasciata;true;;false;;;
171645;1;3;English;butterfish;true;;false;;;
171645;2;1;Scientific;Pholis gunnellus;true;;false;;;
171645;3;2;Norwegian;tangsprell;true;;false;;;
622313;1;3;English;lightfishes;true;;false;;;
622313;2;1;Scientific;Phosichthyidae;true;;false;;;
553152;1;1;Scientific;Photichthyoidei;true;;false;;;
553152;2;1;Scientific;Stomioidei;false;;false;;;
553152;3;2;Norwegian;laksesildfisker;true;;false;;;
94058;1;1;Scientific;Photidae;true;;false;;;
76454;1;1;Scientific;Phytia;true;;false;;;
162270;1;1;Scientific;Photostomias;true;;false;;;
162322;1;1;Scientific;Photostylus;true;;false;;;
83636;1;1;Scientific;Phoxichilidium;true;;false;;;
94633;1;1;Scientific;Phoxocephalidae;true;;false;;;
609977;1;1;Scientific;Phronimoidea;true;;false;;;
172830;1;1;Scientific;Phrynorhombus;true;;false;;;
95442;1;1;Scientific;Phtisica marina;true;;false;;;
609973;1;1;Scientific;Phtisicoidea;true;;false;;;
164750;1;1;Scientific;Phycis;true;;false;;;
13785;1;3;English;algae-like fungi;true;;false;;;
13785;2;1;Scientific;Phycomycota;true;;false;;;
13785;3;2;Norwegian;algelignende sopper;true;;false;;;
65359;1;1;Scientific;Phyllodoce;true;;false;;;
65364;1;1;Scientific;Phyllodoce lamelligera;true;;false;;;
65228;1;3;English;paddleworms;true;;false;;;
65228;2;1;Scientific;Phyllodocidae;true;;false;;;
158168;2;1;Scientific;Phyllophoridae;true;;false;;;
158174;1;1;Scientific;Phyllophorus seguroensis;true;;false;;;
66612;1;1;Scientific;Phylo;true;;false;;;
180487;1;1;Scientific;Physeter;true;;false;;;
550876;1;3;English;Antarctic escolar;true;;false;;;
550876;2;1;Scientific;Paradiplospinus antarcticus;true;;false;;;
164678;1;1;Scientific;Physiculus;true;;false;;;
718936;1;1;Scientific;Physonectae;true;;false;;;
51406;1;1;Scientific;Physophora;true;;false;;;
51407;1;1;Scientific;Physophora hydrostatica;true;;false;;;
609955;1;1;Scientific;Physosomata;true;;false;;;
621505;1;1;Scientific;Pilumnidae;true;;false;;;
98818;1;3;English;bristle (hairy) crab;true;;false;;;
98818;2;1;Scientific;Pilumnus hirtellus;true;;false;;;
98818;3;2;Norwegian;Hårkrabbe;true;;false;;;
98818;4;4;Russian;Волосатый краб;true;;false;;;
98831;1;3;English;hairy crab;true;;false;;;
98831;2;1;Scientific;Pilumnus spinifer;true;;false;;;
98974;1;1;Scientific;Pinnotheres;true;;false;;;
98964;1;3;English;pea crabs;true;;false;;;
98964;2;1;Scientific;Pinnotheridae;true;;false;;;
98964;3;2;Norwegian;ertekrabber;true;;false;;;
98686;1;1;Scientific;Pirimela;true;;false;;;
46078;1;1;Scientific;Piroplasmia;true;;false;;;
98571;1;3;English;gibbs spider crab;true;;false;;;
98571;2;1;Scientific;Pisa armata;true;;false;;;
621491;1;1;Scientific;Pisidae;true;;false;;;
99055;1;3;English;sargassum crab;true;;false;;;
99055;2;1;Scientific;Planes minutus;true;;false;;;
57585;1;1;Scientific;Planktonemertidae;true;;false;;;
57585;2;2;Norwegian;plankton;true;;false;;;
202422;1;3;English;plants;true;;false;;;
202422;2;1;Scientific;Plantae;true;;false;;;
32869;1;1;Scientific;Plantaginaceae;true;;false;;;
172898;1;3;English;northern flounder;true;;false;;;
172898;2;1;Scientific;Platichthys flesus septentrionalis;true;;false;;;
156817;1;1;Scientific;Platidia anomioides;true;;false;;;
84372;1;1;Scientific;Philomedes globosus;true;;false;;;
159109;1;1;Scientific;Phlebobranchia;true;;false;;;
180649;1;3;English;common harbour seal;true;;false;;;
180649;2;1;Scientific;Phoca vitulina;true;;false;;;
180649;3;2;Norwegian;fjordsel;false;;false;;;
180649;4;2;Norwegian;steinkobbe;true;;false;;;
180649;5;4;Russian;тюлень;true;;false;;;
180472;1;1;Scientific;Phocoena;true;;false;;;
552307;1;3;English;porpoises;true;;false;;;
552307;2;1;Scientific;Phocoenidae;true;;false;;;
81784;1;3;English;piddocks;true;;false;;;
81784;2;1;Scientific;Pholadidae;true;;false;;;
81784;3;2;Norwegian;boremuslinger;true;;false;;;
81885;1;1;Scientific;Pholadomyidae;true;;false;;;
81885;2;2;Norwegian;ribbemuslinger;true;;false;;;
566855;1;1;Scientific;Pholadomyoida;true;;false;;;
81812;1;3;English;common piddock;true;;false;;;
81812;2;1;Scientific;Pholas dactylus;true;;false;;;
81812;3;2;Norwegian;stor boremusling;true;;false;;;
171637;1;1;Scientific;Pholis;true;;false;;;
155456;1;3;English;phoronids;true;;false;;;
155456;2;1;Scientific;Phoronida;true;;false;;;
155456;3;2;Norwegian;hesteskoormer;true;;false;;;
162295;1;1;Scientific;Photonectes;true;;false;;;
622395;1;1;Scientific;Photonectes braueri;true;;false;;;
162272;1;1;Scientific;Photostomias guernei;true;;false;;;
162323;1;3;English;starry smooth-head;true;;false;;;
162323;2;1;Scientific;Photostylus pycnopterus;true;;false;;;
83635;1;1;Scientific;Phoxichilidiidae;true;;false;;;
83638;1;3;English;sea spider;true;;false;;;
83638;2;1;Scientific;Phoxichilidium femoratum;true;;false;;;
83638;3;2;Norwegian;Fjærehavedderkopp;true;;false;;;
158656;1;1;Scientific;Phragmophora;true;;false;;;
157329;1;1;Scientific;Phrynophiurida;true;;false;;;
95441;1;1;Scientific;Phtisica;true;;false;;;
95471;1;1;Scientific;Phtisicidae;true;;false;;;
555704;1;1;Scientific;Phycinae;true;;false;;;
164751;1;3;English;greater forkbeard;true;;false;;;
164751;2;1;Scientific;Phycis blennoides;true;;false;;;
164751;3;2;Norwegian;skjellbrosme;true;;false;;;
164734;1;3;English;longfin hake;true;;false;;;
164734;2;1;Scientific;Phycis chesteri;true;;false;;;
89788;1;1;Scientific;Phyllocarida;true;;false;;;
555674;1;1;Scientific;Phyllodocida;true;;false;;;
158169;1;1;Scientific;Phyllophorus;true;;false;;;
609936;1;1;Scientific;Phyllopoda;true;;false;;;
66617;1;1;Scientific;Phylo norvegicus;true;;false;;;
180486;1;3;English;sperm whales;true;;false;;;
180486;2;1;Scientific;Physeteridae;true;;false;;;
180486;3;2;Norwegian;spermhvalfamilien;true;;false;;;
623048;1;3;English;black codling;true;;false;;;
623048;2;1;Scientific;Physiculus dalwigki;true;;false;;;
609956;1;1;Scientific;Physocephalata;true;;false;;;
51380;1;1;Scientific;Physophorae;true;;false;;;
51405;1;1;Scientific;Physophoridae;true;;false;;;
76455;1;1;Scientific;Phytia myosotis;true;;false;;;
98814;1;1;Scientific;Pilumnus;true;;false;;;
98981;1;3;English;ancient pea crab;true;;false;;;
98981;2;1;Scientific;Pinnotheres pinnotheres;true;;false;;;
98979;1;3;English;pea crab;true;;false;;;
98979;2;1;Scientific;Pinnotheres pisum;true;;false;;;
98979;3;2;Norwegian;ertekrabbe;true;;false;;;
206962;1;1;Scientific;Pinnotheroidea;true;;false;;;
98687;1;3;English;toothed pirimela;true;;false;;;
98687;2;1;Scientific;Pirimela denticulata;true;;false;;;
98685;1;1;Scientific;Pirimelidae;true;;false;;;
98570;1;1;Scientific;Pisa;true;;false;;;
99054;1;1;Scientific;Planes;true;;false;;;
172892;1;3;English;starry flounders;true;;false;;;
172892;2;1;Scientific;Platichthys;true;;false;;;
172894;1;3;English;flounder;true;;false;;;
172894;2;1;Scientific;Platichthys flesus;true;;false;;;
172894;3;2;Norwegian;skrubbe;true;;false;;;
172894;4;4;Russian;rechnaya kambala;true;;false;;;
172894;5;4;Russian;камбала речная;false;;false;;;
156816;1;1;Scientific;Platidia;true;;false;;;
156815;1;1;Scientific;Platidiidae;true;;false;;;
156863;1;1;Scientific;Platyasterida;true;;false;;;
645439;1;1;Scientific;Platyberyx opalescens;true;;false;;;
609979;1;1;Scientific;Platysceloidea;true;;false;;;
553188;1;3;English;tubeshoulders;true;;false;;;
553188;2;1;Scientific;Platytroctidae;true;;false;;;
102467;1;3;English;stoneflies;true;;false;;;
102467;2;1;Scientific;Plecoptera;true;;false;;;
102467;3;2;Norwegian;steinfluer;true;;false;;;
684626;1;1;Scientific;Pleopsis polyphemoides;true;;false;;;
53860;1;3;English;sea gooseberries;true;;false;;;
53860;2;1;Scientific;Pleurobrachiidae;true;;false;;;
53860;3;2;Norwegian;sjøstikkelsbær;true;;false;;;
78124;1;1;Scientific;Pleurobranchus;true;;false;;;
159224;1;1;Scientific;Pleurogona;true;;false;;;
85751;1;1;Scientific;Pleuromamma;true;;false;;;
172900;1;3;English;plaices;true;;false;;;
172900;2;1;Scientific;Pleuronectes;true;;false;;;
172912;1;3;English;arctic flounder;true;;false;;;
172912;2;1;Scientific;Pleuronectes glacialis;true;;false;;;
172912;3;2;Norwegian;isflyndre;true;;false;;;
550877;1;3;English;slender escolar;true;;false;;;
550877;2;1;Scientific;Paradiplospinus gracilis;true;;false;;;
172914;1;3;English;smooth flounder;true;;false;;;
172914;2;1;Scientific;Pleuronectes putnami;true;;false;;;
90777;1;1;Scientific;Platyaspidae;true;;false;;;
645372;1;1;Scientific;Platyberyx;true;;false;;;
53963;1;3;English;flatworms;true;;false;;;
53963;2;1;Scientific;Platyhelminthes;true;;false;;;
53963;3;2;Norwegian;flatormer;true;;false;;;
51694;1;1;Scientific;Ulmaridae;true;;false;;;
96105;1;1;Scientific;Pleocyemata;true;;false;;;
96105;2;2;Norwegian;Eggbærereker;true;;false;;;
684606;1;1;Scientific;Pleopsis;true;;false;;;
53861;1;1;Scientific;Pleurobrachia;true;;false;;;
53862;1;3;English;sea gooseberry;true;;false;;;
53862;2;1;Scientific;Pleurobrachia pileus;true;;false;;;
53862;3;2;Norwegian;sjøstikkelsbær;true;;false;;;
78123;1;1;Scientific;Pleurobranchidae;true;;false;;;
78126;1;1;Scientific;Pleurobranchus membranaceus;true;;false;;;
85756;1;1;Scientific;Pleuromamma robusta;true;;false;;;
172702;1;3;English;flatfishes;true;;false;;;
172702;2;1;Scientific;Pleuronectiformes;true;;false;;;
172702;3;2;Norwegian;flyndrefisker;true;;false;;;
615947;1;1;Scientific;Pleuronectini;true;;false;;;
78594;1;1;Scientific;Pleuroprocta;true;;false;;;
52172;1;1;Scientific;Plexauridae;true;;false;;;
50231;1;1;Scientific;Plumulariidae;true;;false;;;
84409;1;1;Scientific;Podocopa;true;;false;;;
83964;1;1;Scientific;Podon;true;;false;;;
83966;1;1;Scientific;Podon leuckartii;true;;false;;;
610008;1;1;Scientific;Podoplea;true;;false;;;
637187;1;1;Scientific;Cryptocentrus lutheri;false;;false;;;
637205;1;1;Scientific;Ctenogobiops maculosus;false;;false;;;
637586;1;1;Scientific;Lotilia graciliosa;false;;false;;;
637708;1;1;Scientific;Nemateleotris decora;false;;false;;;
637926;1;1;Scientific;Ptereleotris evides;false;;false;;;
172859;1;3;English;righteye flounders;true;;false;;;
172859;2;1;Scientific;Pleuronectidae;true;;false;;;
172859;3;2;Norwegian;flyndrefamilien;true;;false;;;
615941;1;1;Scientific;Pleuronectinae;true;;false;;;
172707;1;3;English;soles;true;;false;;;
172707;2;1;Scientific;Pleuronectoidei;true;;false;;;
172707;3;2;Norwegian;tungefisker;true;;false;;;
331033;1;1;Scientific;Pleurotomarioidea;true;;false;;;
13106;1;1;Scientific;Plumaria;true;;false;;;
94820;1;1;Scientific;Podoceridae;true;;false;;;
609939;1;1;Scientific;Podocopida;true;;false;;;
621207;1;1;Scientific;Podonidae;true;;false;;;
83967;1;1;Scientific;Podon polyphemoides;true;;false;;;
47862;1;1;Scientific;Poecilosclerida;true;;false;;;
610009;1;1;Scientific;Poecilostomatoida;true;;false;;;
154451;1;3;English;beard worms;true;;false;;;
154451;2;1;Scientific;Pogonophora;true;;false;;;
72911;1;1;Scientific;Polinices;true;;false;;;
72929;1;1;Scientific;Polinices catena;true;;false;;;
72925;1;1;Scientific;Polinices hepaticus;true;;false;;;
72938;1;1;Scientific;Polinices otis;true;;false;;;
622700;1;1;Scientific;Phosichthys argenteus;true;;false;;;
999055;1;1;Scientific;Poliometra prolixa;true;;false;;;
164726;1;3;English;pollocks;true;;false;;;
164726;2;1;Scientific;Pollachius;true;;false;;;
623861;1;1;Scientific;Protomyctophum andriashevi;true;;false;;;
161679;1;1;Scientific;Polyacanthonotus;true;;false;;;
161685;1;3;English;shortspine tapirfish;true;;false;;;
161685;2;1;Scientific;Polyacanthonotus rissoanus;true;;false;;;
573711;1;1;Scientific;Polybius;true;;false;;;
573713;1;1;Scientific;Polybius holsatus;true;;false;;;
159379;1;1;Scientific;Polycarpa;true;;false;;;
159380;1;1;Scientific;Polycarpa fibrosa;true;;false;;;
159385;1;1;Scientific;Polycarpa pomaria;true;;false;;;
78312;1;1;Scientific;Polycera;true;;false;;;
78314;1;1;Scientific;Polycera quadrilineata;true;;false;;;
78308;1;1;Scientific;Polyceridae;true;;false;;;
64358;1;3;English;bristle worms;true;;false;;;
64358;2;1;Scientific;Polychaeta;true;;false;;;
64358;3;2;Norwegian;børsteormer;true;;false;;;
64358;4;2;Norwegian;flerbørstemakk;false;;false;;;
64358;5;2;Norwegian;mangebørsteormer;false;;false;;;
158937;1;1;Scientific;Polyclinidae;true;;false;;;
159014;1;1;Scientific;Polyclinum;true;;false;;;
159018;1;1;Scientific;Polyclinum aurantium;true;;false;;;
66789;1;1;Scientific;Polydora;true;;false;;;
66795;1;3;English;bristleworm;true;;false;;;
66795;2;1;Scientific;Polydora ciliata;true;;false;;;
66795;3;2;Norwegian;boremark;true;;false;;;
162222;1;1;Scientific;Polyipnus;true;;false;;;
622666;1;1;Scientific;Polyipnus polli;true;;false;;;
