m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	c.catchsampleid	specimenid	individualproducttype	individualweight	individualvolume	lengthresolution	length	fat	fatpercent	sex	maturationstage	specialstage	eggstage	moultingstage	spawningfrequency	stomachfillfield	stomachfilllab	digestion	liver	liverparasite	gillworms	swollengills	fungusheart	fungusspores	fungusouter	blackspot	vertebraecount	agingstructureread	agingstructureweight	age	spawningage	spawningzones	readability	otolithtype	otolithedge	otolithcentre	calibration	growthzone1	growthzone2	growthzone3	growthzone4	growthzone5	growthzone6	growthzone7	growthzone8	growthzone9	growthzonestotal	coastalannuli	oceanicannuli	blindreading	readingdate	agereader	preferredagereading	tagid	tagtype	gonadweight	liverweight	stomachweight	diameter	mantlelength	carapacelength	headlength	snouttoendoftail	snouttoendsqueezed	snouttoanalfin	snouttodorsalfin	forklength	snouttoboneknob	lengthwithouthead	carapacewidth	rightclawwidth	rightclawlength	rightclawheight	meroswidth	meroslength	japanesecut	abdomenwidth	tissuesamplenumber	morphologytype	individualcomment	cond
4	2020	1019	9	2209	8	6	1	0.122		2	0.275			1		2							2	2		1								2			1																				1																												0.5709142305197821
4	2020	1019	9	2209	8	7	1	0.15		2	0.28																																																																										0.6653281557865877
4	2020	1019	9	2209	8	8	1	0.083		2	0.25																																																																										0.5155774865791648
4	2020	1019	9	2209	8	9	1	0.188		2	0.315																																																																										0.5873901511582551
4	2020	1019	9	2209	8	10	1	0.078		2	0.235																																																																										0.5822423093745444
4	2020	1019	9	2209	8	11	1	0.051		2	0.225																																																																										0.4331376870925234
4	2020	1019	9	2209	8	12	1	0.064		2	0.23																																																																										0.5092266244963368
4	2020	1019	9	2209	8	13	1	0.031		2	0.18			2		2							2	2		1								0			1																				1																												0.5100034188737254
4	2020	1019	9	2209	8	14	1	0.13		2	0.295																																																																										0.49372195739393143
4	2020	1019	9	2209	8	15	1	0.059		2	0.22																																																																										0.5356263892454846
4	2020	1019	9	2209	8	16	1	0.084		2	0.255																																																																										0.4919801560682586
4	2020	1019	9	2209	8	17	1	0.046		2	0.21																																																																										0.47938123346224304
4	2020	1019	9	2209	8	18	1	0.053		2	0.215																																																																										0.5151077519768322
4	2020	1019	9	2209	8	19	1	0.175		2	0.3																																																																										0.6322108016602307
4	2020	1019	9	2209	8	20	1	0.034		2	0.195																																																																										0.4413443966907283
4	2020	1019	9	2209	8	21	1	0.072		2	0.24																																																																										0.5048905796490091
4	2020	1019	9	2209	8	22	1	0.211		2	0.32																																																																										0.6290617783945416
4	2020	1019	9	2209	8	23	1	0.085		2	0.245																																																																										0.5606519227578304
4	2020	1019	9	2209	8	24	1	0.046		2	0.215																																																																										0.4470746526591375
4	2020	1019	9	2209	8	25	1	0.069		2	0.23																																																																										0.5490099545351131
4	2020	1019	9	2209	8	26	1	0.119		2	0.29																																																																										0.47552061577921756
4	2020	1019	9	2209	8	27	1	0.035		2	0.2																																																																										0.4214955187875982
4	2020	1019	9	2209	8	28	1	0.04		2	0.205																																																																										0.44771916815177676
4	2020	1019	9	2209	8	29	1	0.083		2	0.245																																																																										0.5474601128105873
4	2020	1019	9	2209	8	30	1	0.197		2	0.31																																																																										0.6455296
4	2020	1019	9	2209	8	31	1	0.055		2	0.215																																																																										0.5345457803533165
4	2020	1019	9	2209	8	32	1	0.087		2	0.25																																																																										0.5404245943661125
4	2020	1019	9	2209	8	33	1	0.108		2	0.275																																																																										0.5053994827552168
4	2020	1019	9	2209	8	34	1	0.074		2	0.27																																																																										0.36570609615692
4	2020	1019	9	2209	8	35	1	0.048		2	0.21																																																																										0.5002238957866884
4	2020	1019	9	2209	8	36	1	0.032		2	0.19																																																																										0.44859845838088375
4	2020	1019	9	2209	8	37	1	0.034		2	0.2																																																																										0.40945278967938115
4	2020	1019	9	2209	8	38	1	0.06		2	0.225																																																																										0.5095737495206158
4	2020	1019	9	2209	8	39	1	0.211		2	0.32																																																																										0.6290617783945416
4	2020	1019	9	2209	8	40	1	0.081		2	0.235																																																																										0.6046362443504885
4	2020	1019	9	2209	8	41	1	0.071		2	0.23																																																																										0.5649232865506236
4	2020	1019	9	2209	8	42	1	0.066		2	0.23																																																																										0.5251399565118473
4	2020	1019	9	2209	8	43	1	0.04		2	0.195																																																																										0.5192287019890922
4	2020	1019	9	2209	8	44	1	0.04		2	0.2																																																																										0.4817091643286837
4	2020	1019	9	2209	8	45	1	0.11		2	0.27																																																																										0.5436171699629893
4	2020	1019	9	2209	8	46	1	0.041		2	0.205																																																																										0.4589121473555712
4	2020	1019	9	2209	8	47	1	0.059		2	0.225																																																																										0.5010808536952722
4	2020	1019	9	2209	8	48	1	0.107		2	0.26																																																																										0.5915559874743548
4	2020	1019	9	2209	8	49	1	0.082		2	0.245																																																																										0.5408642078369658
4	2020	1019	9	2209	8	50	1	0.133		2	0.28																																																																										0.5899242981307744
4	2020	1019	9	2209	8	51	1	0.115		2	0.265																																																																										0.6007952373916671
4	2020	1019	9	2209	8	52	1	0.114		2	0.265																																																																										0.5955709309795656
4	2020	1019	9	2209	8	53	1	0.037		2	0.2																																																																										0.4455809770040325
4	2020	1019	9	2209	8	54	1	0.165		2	0.315																																																																										0.5155285901122983
4	2020	1019	9	2209	8	55	1	0.086		2	0.25																																																																										0.5342128174193754
4	2020	1019	9	2209	8	56	1	0.134		2	0.29																																																																										0.535460189196766
4	2020	1019	9	2209	8	57	1	0.044		2	0.205																																																																										0.4924910849669545
4	2020	1019	9	2209	8	58	1	0.154		2	0.29																																																																										0.6153796204201639
4	2020	1019	9	2209	8	59	1	0.091		2	0.25																																																																										0.5652717021530601
4	2020	1019	9	2209	8	60	1	0.05		2	0.22																																																																										0.4539206688521056
4	2020	1019	9	2209	8	61	1	0.037		2	0.195																																																																										0.48028654933991016
4	2020	1019	9	2209	8	62	1	0.04		2	0.2																																																																										0.4817091643286837
4	2020	1019	9	2209	8	63	1	0.095		2	0.255																																																																										0.556406128886721
4	2020	1019	9	2209	8	64	1	0.075		2	0.25																																																																										0.4658832710052694
4	2020	1019	9	2209	8	65	1	0.048		2	0.205																																																																										0.5372630017821322
4	2020	1019	9	2209	8	66	1	0.116		2	0.28																																																																										0.5145204404749611
4	2020	1019	9	2209	8	67	1	0.167		2	0.315																																																																										0.5217774215075989
4	2020	1019	9	2209	8	68	1	0.119		2	0.275																																																																										0.5568753559988038
4	2020	1019	9	2209	8	69	1	0.045		2	0.215																																																																										0.43735563847089537
4	2020	1019	9	2209	8	70	1	0.049		2	0.225																																																																										0.41615189544183623
4	2020	1019	9	2209	8	71	1	0.17		2	0.295																																																																										0.6456364058228333
4	2020	1019	9	2209	8	72	1	0.038		2	0.2																																																																										0.45762370611224956
4	2020	1019	9	2209	8	73	1	0.067		2	0.235																																																																										0.5001312144627497
4	2020	1019	9	2209	8	74	1	0.08		2	0.23																																																																										0.636533280620421
4	2020	1019	9	2209	8	75	1	0.13		2	0.26																																																																										0.7187128819781882
4	2020	1019	9	2209	8	76	1	0.086		2	0.25																																																																										0.5342128174193754
4	2020	1019	9	2209	8	77	1	0.154		2	0.29																																																																										0.6153796204201639
4	2020	1019	9	2209	8	78	1	0.054		2	0.225																																																																										0.45861637456855425
4	2020	1019	9	2209	8	79	1	0.149		2	0.295																																																																										0.5658813203976598
4	2020	1019	9	2209	8	80	1	0.072		2	0.24																																																																										0.5048905796490091
4	2020	1019	9	2209	8	81	1	0.11		2	0.26																																																																										0.6081416693661592
4	2020	1019	9	2209	8	82	1	0.084		2	0.245																																																																										0.5540560177842089
4	2020	1019	9	2209	8	83	1	0.055		2	0.22																																																																										0.49931273573731616
4	2020	1019	9	2209	8	84	1	0.063		2	0.225																																																																										0.5350524369966466
4	2020	1019	9	2209	8	85	1	0.152		2	0.285																																																																										0.6396317909098381
4	2020	1019	9	2209	8	86	1	0.051		2	0.21																																																																										0.5314878892733563
4	2020	1019	9	2209	8	87	1	0.103		2	0.27																																																																										0.5090233500562535
4	2020	1019	9	2209	8	88	1	0.105		2	0.26																																																																										0.5804988662131519
4	2020	1019	9	2209	8	89	1	0.061		2	0.235																																																																										0.45534334451086167
4	2020	1019	9	2209	8	90	1	0.035		2	0.2																																																																										0.4214955187875982
4	2020	1019	9	2209	8	91	1	0.048		2	0.215																																																																										0.4665126810356217
4	2020	1019	9	2209	8	92	1	0.069		2	0.22																																																																										0.6264105230159056
4	2020	1019	9	2209	8	93	1	0.081		2	0.245																																																																										0.5342683028633441
4	2020	1019	9	2209	8	94	1	0.152		2	0.29																																																																										0.6073876772978241
4	2020	1019	9	2209	8	95	1	0.039		2	0.2																																																																										0.46966643522046664
4	2020	1019	9	2209	8	96	1	0.062		2	0.225																																																																										0.5265595411713031
4	2020	1019	9	2209	8	97	1	0.042		2	0.215																																																																										0.408198595906169
4	2020	1019	9	2209	8	98	1	0.041		2	0.205																																																																										0.4589121473555712
4	2020	1019	9	2209	8	99	1	0.095		2	0.26																																																																										0.5252132599071374
4	2020	1019	9	2209	8	100	1	0.082		2	0.25																																																																										0.5093657096324278
4	2020	1019	9	2209	9	1	1	0.385		2	0.385																																																																										0.6616763452049277
4	2020	1019	9	2209	9	2	1	0.593		2	0.415																																																																										0.8148642297319377
4	2020	1019	9	2209	9	3	1	0.284		2	0.35																																																																										0.6483969690580942
4	2020	1019	9	2209	10	1	1			2	0.175																																																																										
4	2020	1019	9	2209	10	2	1			2	0.32																																																																										
4	2020	1019	9	2209	10	3	1			2	0.3																																																																										
4	2020	1019	9	2209	10	4	1			2	0.29																																																																										
4	2020	1019	9	2209	11	1	1	0.003		2	0.065																																																																										0.9754610577655846
4	2020	1019	9	2209	11	2	1	0.005		2	0.07																																																																										1.312066915412686
4	2020	1019	9	2209	11	3	1	0.002		2	0.05																																																																										1.3821401576503618
4	2020	1019	9	2209	11	4	1	0.009		2	0.09																																																																										1.137148836199238
4	2020	1019	9	2209	11	5	1	0.008		2	0.08																																																																										1.4247154743022512
4	2020	1019	9	2209	11	6	1	0.005		2	0.07																																																																										1.312066915412686
4	2020	1019	9	2209	11	7	1	0.009		2	0.09																																																																										1.137148836199238
4	2020	1019	9	2209	11	8	1	0.009		2	0.09																																																																										1.137148836199238
4	2020	1019	9	2209	11	9	1	0.008		2	0.08																																																																										1.4247154743022512
4	2020	1019	9	2209	11	10	1	0.006		2	0.075																																																																										1.2889798932563525
4	2020	1019	9	2209	11	11	1	0.009		2	0.09																																																																										1.137148836199238
4	2020	1019	9	2209	11	12	1	0.003		2	0.06																																																																										1.2288000000000001
4	2020	1019	9	2209	11	13	1	0.007		2	0.08																																																																										1.2466260400144697
4	2020	1019	9	2209	11	14	1	0.005		2	0.07																																																																										1.312066915412686
4	2020	1019	9	2209	11	15	1	0.005		2	0.075																																																																										1.0741499110469606
4	2020	1019	9	2209	11	16	1	0.01		2	0.095																																																																										1.0789123215158718
4	2020	1019	9	2209	11	17	1	0.004		2	0.065																																																																										1.300614743687446
4	2020	1019	9	2209	11	18	1	0.006		2	0.08																																																																										1.0685366057266883
4	2020	1019	9	2209	11	19	1	0.002		2	0.055																																																																										1.052025971891181
4	2020	1019	9	2209	11	20	1	0.005		2	0.07																																																																										1.312066915412686
4	2020	1019	9	2209	11	21	1	0.003		2	0.06																																																																										1.2288000000000001
4	2020	1019	9	2209	11	22	1	0.001		2	0.04																																																																										1.3026663952778343
4	2020	1019	9	2209	11	23	1	0.009		2	0.09																																																																										1.137148836199238
4	2020	1019	9	2209	11	24	1	0.005		2	0.075																																																																										1.0741499110469606
4	2020	1019	9	2209	11	25	1	0.006		2	0.08																																																																										1.0685366057266883
4	2020	1019	9	2209	11	26	1	0.006		2	0.075																																																																										1.2889798932563525
4	2020	1019	9	2209	11	27	1	0.003		2	0.065																																																																										0.9754610577655846
4	2020	1019	9	2209	12	1	1	0.006		2	0.105																																																																										0.48297634170576176
4	2020	1019	9	2209	12	2	1	0.021		2	0.165																																																																										0.4468634772229297
4	2020	1019	9	2209	12	3	1	0.008		2	0.12																																																																										0.43519281931848125
4	2020	1019	9	2209	12	4	1	0.014		2	0.135																																																																										0.538542449286251
4	2020	1019	9	2209	12	5	1	0.006		2	0.11																																																																										0.42139917695473256
4	2020	1019	9	2209	12	6	1	0.015		2	0.14																																																																										0.5183781244431485
4	2020	1019	9	2209	14	1	1	0.521		2	0.41			1	1	1																																																																					0.7422767621114729
4	2020	1019	9	2209	15	1	1			7	0.0055																																																																										
4	2020	1019	9	2209	15	2	1			7	0.0041																																																																										
4	2020	1019	9	2210	2	1	1	1.08		2	0.275																																																																										5.053994827552169
4	2020	1019	9	2210	2	2	1	0.92		2	0.25																																																																										5.714834790997971
4	2020	1019	9	2210	3	1	1	0.004		1	0.077																																																																										0.8593199288375684
4	2020	1019	9	2210	4	1	1			1	0.114																																																																										
4	2020	1019	9	2210	4	2	1			1	0.085																																																																										
4	2020	1019	9	2210	4	3	1			1	0.076																																																																										
4	2020	1019	9	2210	4	4	1			1	0.088																																																																										
4	2020	1019	9	2210	4	5	1			1	0.07																																																																										
4	2020	1019	9	2210	5	1	1			1	0.088																																																																										
4	2020	1019	9	2210	5	2	1			1	0.099																																																																										
4	2020	1019	9	2210	5	3	1			1	0.087																																																																										
4	2020	1019	9	2210	5	4	1			1	0.097																																																																										
4	2020	1019	9	2210	5	5	1			1	0.09																																																																										
4	2020	1019	9	2210	5	6	1			1	0.088																																																																										
4	2020	1019	9	2210	5	7	1			1	0.089																																																																										
4	2020	1019	9	2210	5	8	1			1	0.109																																																																										
4	2020	1019	9	2210	5	9	1			1	0.1																																																																										
4	2020	1019	9	2210	5	10	1			1	0.103																																																																										
4	2020	1019	9	2210	5	11	1			1	0.108																																																																										
4	2020	1019	9	2210	5	12	1			1	0.107																																																																										
4	2020	1019	9	2210	5	13	1			1	0.113																																																																										
4	2020	1019	9	2210	5	14	1			1	0.109																																																																										
4	2020	1019	9	2210	5	15	1			1	0.112																																																																										
4	2020	1019	9	2210	5	16	1			1	0.106																																																																										
4	2020	1019	9	2210	5	17	1			1	0.119																																																																										
4	2020	1019	9	2210	5	18	1			1	0.116																																																																										
4	2020	1019	9	2210	5	19	1			1	0.11																																																																										
4	2020	1019	9	2210	5	20	1			1	0.112																																																																										
4	2020	1019	9	2210	5	21	1			1	0.116																																																																										
4	2020	1019	9	2210	5	22	1			1	0.106																																																																										
4	2020	1019	9	2210	5	23	1			1	0.109																																																																										
4	2020	1019	9	2210	5	24	1			1	0.11																																																																										
4	2020	1019	9	2210	5	25	1			1	0.105																																																																										
4	2020	1019	9	2210	5	26	1			1	0.104																																																																										
4	2020	1019	9	2210	5	27	1			1	0.105																																																																										
4	2020	1019	9	2210	5	28	1			1	0.103																																																																										
4	2020	1019	9	2210	5	29	1			1	0.118																																																																										
4	2020	1019	9	2210	5	30	1			1	0.107																																																																										
4	2020	1019	9	2210	5	31	1			1	0.122																																																																										
4	2020	1019	9	2210	5	32	1			1	0.106																																																																										
4	2020	1019	9	2210	5	33	1			1	0.101																																																																										
4	2020	1019	9	2210	5	34	1			1	0.078																																																																										
4	2020	1019	9	2210	5	35	1			1	0.08																																																																										
4	2020	1019	9	2210	5	36	1			1	0.067																																																																										
4	2020	1019	9	2210	5	37	1			1	0.088																																																																										
4	2020	1019	9	2210	5	38	1			1	0.109																																																																										
4	2020	1019	9	2210	5	39	1			1	0.08																																																																										
4	2020	1019	9	2210	5	40	1			1	0.081																																																																										
4	2020	1019	9	2210	5	41	1			1	0.083																																																																										
4	2020	1019	9	2210	5	42	1			1	0.061																																																																										
4	2020	1019	9	2210	5	43	1			1	0.097																																																																										
4	2020	1019	9	2210	7	1	1	0.004		2	0.1																																																																										0.37143976436789944
4	2020	1019	9	2210	8	1	1			1	0.053																																																																										
4	2020	1019	9	2210	8	2	1			1	0.053																																																																										
4	2020	1019	9	2210	8	3	1			1	0.051																																																																										
4	2020	1019	9	2210	8	4	1			1	0.052																																																																										
4	2020	1019	9	2210	8	5	1			1	0.043																																																																										
4	2020	1019	9	2210	8	6	1			1	0.048																																																																										
4	2020	1019	9	2210	8	7	1			1	0.048																																																																										
4	2020	1019	9	2210	8	8	1			1	0.034																																																																										
4	2020	1019	9	2210	8	9	1			1	0.05																																																																										
4	2020	1019	9	2210	8	10	1			1	0.048																																																																										
4	2020	1019	9	2210	8	11	1			1	0.048																																																																										
4	2020	1019	9	2210	8	12	1			1	0.037																																																																										
4	2020	1019	9	2210	8	13	1			1	0.032																																																																										
4	2020	1019	9	2210	8	14	1			1	0.038																																																																										
4	2020	1019	9	2210	8	15	1			1	0.048																																																																										
4	2020	1019	9	2210	8	16	1			1	0.052																																																																										
4	2020	1019	9	2210	8	17	1			1	0.043																																																																										
4	2020	1019	9	2210	8	18	1			1	0.021																																																																										
4	2020	1019	9	2210	8	19	1			1	0.047																																																																										
4	2020	1019	9	2210	8	20	1			1	0.048																																																																										
4	2020	1019	9	2210	8	21	1			1	0.05																																																																										
4	2020	1019	9	2210	8	22	1			1	0.05																																																																										
4	2020	1019	9	2210	8	23	1			1	0.022																																																																										
4	2020	1019	9	2210	8	24	1			1	0.025																																																																										
4	2020	1019	9	2210	8	25	1			1	0.028																																																																										
4	2020	1019	9	2210	8	26	1			1	0.024																																																																										
4	2020	1019	9	2210	8	27	1			1	0.049																																																																										
4	2020	1019	9	2210	8	28	1			1	0.022																																																																										
4	2020	1019	9	2210	8	29	1			1	0.034																																																																										
4	2020	1019	9	2210	8	30	1			1	0.029																																																																										
4	2020	1019	9	2210	9	1	1			1	0.05																																																																										
4	2020	1019	9	2210	13	1	1			1	0.06																																																																										
4	2020	1019	9	2210	13	2	1			1	0.06																																																																										
4	2020	1019	9	2210	13	3	1			1	0.06																																																																										
4	2020	1019	9	2210	13	4	1			1	0.06																																																																										
4	2020	1019	9	2210	13	5	1			1	0.07																																																																										
4	2020	1019	9	2210	13	6	1			1	0.07																																																																										
4	2020	1019	9	2210	13	7	1			1	0.07																																																																										
4	2020	1019	9	2210	13	8	1			1	0.06																																																																										
4	2020	1019	9	2210	13	9	1			1	0.07																																																																										
4	2020	1019	9	2210	13	10	1			1	0.06																																																																										
4	2020	1019	9	2210	13	11	1			1	0.07																																																																										
4	2020	1019	9	2210	13	12	1			1	0.055																																																																										
4	2020	1019	9	2210	13	13	1			1	0.07																																																																										
4	2020	1019	9	2210	13	14	1			1	0.075																																																																										
4	2020	1019	9	2210	13	15	1			1	0.06																																																																										
4	2020	1019	9	2210	13	16	1			1	0.075																																																																										
4	2020	1019	9	2210	13	17	1			1	0.075																																																																										
4	2020	1019	9	2210	13	18	1			1	0.075																																																																										
4	2020	1019	9	2210	13	19	1			1	0.06																																																																										
4	2020	1019	9	2210	13	20	1			1	0.065																																																																										
4	2020	1019	9	2210	13	21	1			1	0.07																																																																										
4	2020	1019	9	2210	13	22	1			1	0.055																																																																										
4	2020	1019	9	2210	13	23	1			1	0.055																																																																										
4	2020	1019	9	2210	13	24	1			1	0.06																																																																										
4	2020	1019	9	2210	13	25	1			1	0.075																																																																										
4	2020	1019	9	2210	13	26	1			1	0.07																																																																										
4	2020	1019	9	2210	13	27	1			1	0.06																																																																										
4	2020	1019	9	2210	14	1				1	0.028																																																																										
4	2020	1019	9	2210	14	2				1	0.029																																																																										
4	2020	1019	9	2210	14	3				1	0.029																																																																										
4	2020	1019	9	2210	14	4				1	0.03																																																																										
4	2020	1019	9	2210	14	5				1	0.03																																																																										
4	2020	1019	9	2210	14	6				1	0.03																																																																										
4	2020	1019	9	2210	14	7				1	0.031																																																																										
4	2020	1019	9	2210	14	8				1	0.031																																																																										
4	2020	1019	9	2210	14	9				1	0.031																																																																										
4	2020	1019	9	2210	14	10				1	0.032																																																																										
4	2020	1019	9	2210	14	11				1	0.032																																																																										
4	2020	1019	9	2210	14	12				1	0.032																																																																										
4	2020	1019	9	2210	14	13				1	0.032																																																																										
4	2020	1019	9	2210	14	14				1	0.032																																																																										
4	2020	1019	9	2210	14	15				1	0.032																																																																										
4	2020	1019	9	2210	14	16				1	0.033																																																																										
4	2020	1019	9	2210	14	17				1	0.033																																																																										
4	2020	1019	9	2210	14	18				1	0.033																																																																										
4	2020	1019	9	2210	14	19				1	0.033																																																																										
4	2020	1019	9	2210	14	20				1	0.034																																																																										
4	2020	1019	9	2210	14	21				1	0.035																																																																										
4	2020	1019	9	2210	14	22				1	0.035																																																																										
4	2020	1019	9	2210	14	23				1	0.035																																																																										
4	2020	1019	9	2210	14	24				1	0.035																																																																										
4	2020	1019	9	2210	14	25				1	0.035																																																																										
4	2020	1019	9	2210	14	26				1	0.036																																																																										
4	2020	1019	9	2210	14	27				1	0.036																																																																										
4	2020	1019	9	2210	14	28				1	0.037																																																																										
4	2020	1019	9	2210	14	29				1	0.04																																																																										
4	2020	1019	9	2210	14	30				1	0.04																																																																										
4	2020	1019	9	2210	15	1	1			1	0.035																																																																										
4	2020	1019	9	2210	15	2	1			1	0.04																																																																										
4	2020	1019	9	2210	15	3	1			1	0.035																																																																										
4	2020	1019	9	2210	15	4	1			1	0.035																																																																										
4	2020	1019	9	2210	15	5	1			1	0.04																																																																										
4	2020	1019	9	2210	15	6	1			1	0.04																																																																										
4	2020	1019	9	2210	15	7	1			1	0.04																																																																										
4	2020	1019	9	2210	15	8	1			1	0.035																																																																										
4	2020	1019	9	2210	15	9	1			1	0.04																																																																										
4	2020	1019	9	2210	15	10	1			1	0.045																																																																										
4	2020	1019	9	2210	15	11	1			1	0.045																																																																										
4	2020	1019	9	2210	15	12	1			1	0.045																																																																										
4	2020	1019	9	2210	15	13	1			1	0.04																																																																										
4	2020	1019	9	2210	15	14	1			1	0.035																																																																										
4	2020	1019	9	2210	15	15	1			1	0.045																																																																										
4	2020	1019	9	2210	15	16	1			1	0.035																																																																										
4	2020	1019	9	2210	15	17	1			1	0.04																																																																										
4	2020	1019	9	2210	15	18	1			1	0.045																																																																										
4	2020	1019	9	2210	15	19	1			1	0.035																																																																										
4	2020	1019	9	2210	15	20	1			1	0.035																																																																										
4	2020	1019	9	2210	15	21	1			1	0.045																																																																										
4	2020	1019	9	2210	15	22	1			1	0.045																																																																										
4	2020	1019	9	2210	15	23	1			1	0.04																																																																										
4	2020	1019	9	2210	15	24	1			1	0.035																																																																										
4	2020	1019	9	2210	15	25	1			1	0.04																																																																										
4	2020	1019	9	2210	15	26	1			1	0.04																																																																										
4	2020	1019	9	2210	15	27	1			1	0.04																																																																										
4	2020	1019	9	2210	15	28	1			1	0.04																																																																										
4	2020	1019	9	2210	15	29	1			1	0.045																																																																										
4	2020	1019	9	2210	15	30	1			1	0.04																																																																										
4	2020	1019	9	2210	16	1	1			1	0.045																																																																										
4	2020	1019	9	2210	16	2	1			1	0.05																																																																										
4	2020	1019	9	2210	16	3	1			1	0.03																																																																										
4	2020	1019	9	2210	16	4	1			1	0.04																																																																										
4	2020	1019	9	2210	16	5	1			1	0.045																																																																										
4	2020	1019	9	2210	16	6	1			1	0.07																																																																										
4	2020	1019	9	2210	16	7	1			1	0.05																																																																										
4	2020	1019	9	2210	16	8	1			1	0.025																																																																										
4	2020	1019	9	2210	16	9	1			1	0.04																																																																										
4	2020	1019	9	2210	16	10	1			1	0.04																																																																										
4	2020	1019	9	2210	16	11	1			1	0.045																																																																										
4	2020	1019	9	2210	16	12	1			1	0.045																																																																										
4	2020	1019	9	2210	17	1	1			1	0.035																																																																										
4	2020	1019	9	2210	17	2	1			1	0.035																																																																										
4	2020	1019	9	2210	17	3	1			1	0.04																																																																										
4	2020	1019	9	2210	17	4	1			1	0.035																																																																										
4	2020	1019	9	2210	17	5	1			1	0.03																																																																										
4	2020	1019	9	2210	17	6	1			1	0.025																																																																										
4	2020	1019	9	2210	17	7	1			1	0.03																																																																										
4	2020	1019	9	2210	18	1				1	0.014																																																																										
4	2020	1019	9	2210	19	1	1			1	0.011																																																																										
4	2020	1019	9	2210	19	2	1			1	0.012																																																																										
4	2020	1019	9	2210	19	3	1			1	0.012																																																																										
4	2020	1019	9	2210	19	4	1			1	0.012																																																																										
4	2020	1019	9	2210	19	5	1			1	0.012																																																																										
4	2020	1019	9	2210	19	6	1			1	0.01																																																																										
4	2020	1019	9	2211	1	1	1			2	0.075																																																																										
4	2020	1019	9	2211	1	2	1			2	0.355																																																																										
4	2020	1019	9	2211	1	3	1			2	0.255																																																																										
4	2020	1019	9	2211	1	4	1			2	0.07																																																																										
4	2020	1019	9	2211	1	5	1			2	0.405																																																																										
4	2020	1019	9	2211	1	6	1			2	0.245																																																																										
4	2020	1019	9	2211	1	7	1			2	0.14																																																																										
4	2020	1019	9	2211	1	8	1			2	0.075																																																																										
4	2020	1019	9	2211	1	9	1			2	0.08																																																																										
4	2020	1019	9	2211	1	10	1			2	0.07																																																																										
4	2020	1019	9	2211	1	11	1			2	0.32																																																																										
4	2020	1019	9	2211	1	12	1			2	0.35																																																																										
4	2020	1019	9	2211	1	13	1			2	0.31																																																																										
4	2020	1019	9	2211	1	14	1			2	0.315																																																																										
4	2020	1019	9	2211	1	15	1			2	0.345																																																																										
4	2020	1019	9	2211	1	16	1			2	0.39																																																																										
4	2020	1019	9	2211	1	17	1			2	0.37																																																																										
4	2020	1019	9	2211	1	18	1			2	0.315																																																																										
4	2020	1019	9	2211	1	19	1			2	0.325																																																																										
4	2020	1019	9	2211	1	20	1			2	0.36																																																																										
4	2020	1019	9	2211	1	21	1			2	0.25																																																																										
4	2020	1019	9	2211	1	22	1			2	0.325																																																																										
4	2020	1019	9	2211	1	23	1			2	0.34																																																																										
4	2020	1019	9	2211	1	24	1			2	0.38																																																																										
4	2020	1019	9	2211	1	25	1			2	0.39																																																																										
4	2020	1019	9	2211	1	26	1			2	0.33																																																																										
4	2020	1019	9	2211	1	27	1			2	0.33																																																																										
4	2020	1019	9	2211	1	28	1			2	0.35																																																																										
4	2020	1019	9	2211	1	29	1			2	0.37																																																																										
4	2020	1019	9	2211	1	30	1			2	0.38																																																																										
4	2020	1019	9	2211	1	31	1			2	0.37																																																																										
4	2020	1019	9	2211	1	32	1			2	0.355																																																																										
4	2020	1019	9	2211	1	33	1			2	0.36																																																																										
4	2020	1019	9	2211	1	34	1			2	0.38																																																																										
4	2020	1019	9	2211	1	35	1			2	0.335																																																																										
4	2020	1019	9	2211	1	36	1			2	0.375																																																																										
4	2020	1019	9	2211	1	37	1			2	0.335																																																																										
4	2020	1019	9	2211	1	38	1			2	0.385																																																																										
4	2020	1019	9	2211	1	39	1			2	0.335																																																																										
4	2020	1019	9	2211	1	40	1			2	0.375																																																																										
4	2020	1019	9	2211	1	41	1			2	0.385																																																																										
4	2020	1019	9	2211	1	42	1			2	0.335																																																																										
4	2020	1019	9	2211	1	43	1			2	0.4																																																																										
4	2020	1019	9	2211	1	44	1			2	0.41																																																																										
4	2020	1019	9	2211	1	45	1			2	0.345																																																																										
