m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	c.catchsampleid	specimenid	individualproducttype	individualweight	individualvolume	lengthresolution	length	fat	fatpercent	sex	maturationstage	specialstage	eggstage	moultingstage	spawningfrequency	stomachfillfield	stomachfilllab	digestion	liver	liverparasite	gillworms	swollengills	fungusheart	fungusspores	fungusouter	blackspot	vertebraecount	agingstructureread	agingstructureweight	age	spawningage	spawningzones	readability	otolithtype	otolithedge	otolithcentre	calibration	growthzone1	growthzone2	growthzone3	growthzone4	growthzone5	growthzone6	growthzone7	growthzone8	growthzone9	growthzonestotal	coastalannuli	oceanicannuli	blindreading	readingdate	agereader	preferredagereading	tagid	tagtype	gonadweight	liverweight	stomachweight	diameter	mantlelength	carapacelength	headlength	snouttoendoftail	snouttoendsqueezed	snouttoanalfin	snouttodorsalfin	forklength	snouttoboneknob	lengthwithouthead	carapacewidth	rightclawwidth	rightclawlength	rightclawheight	meroswidth	meroslength	japanesecut	abdomenwidth	tissuesamplenumber	morphologytype	individualcomment	cond
4	2020	1019	9	2215	12	33	1			2	0.04																																																																										
4	2020	1019	9	2215	12	34	1			2	0.04																																																																										
4	2020	1019	9	2215	12	35	1			2	0.045																																																																										
4	2020	1019	9	2215	12	36	1			2	0.04																																																																										
4	2020	1019	9	2215	12	37	1			2	0.045																																																																										
4	2020	1019	9	2215	12	38	1			2	0.04																																																																										
4	2020	1019	9	2215	12	39	1			2	0.045																																																																										
4	2020	1019	9	2215	12	40	1			2	0.04																																																																										
4	2020	1019	9	2215	12	41	1			2	0.03																																																																										
4	2020	1019	9	2215	12	42	1			2	0.03																																																																										
4	2020	1019	9	2215	12	43	1			2	0.04																																																																										
4	2020	1019	9	2215	12	44	1			2	0.05																																																																										
4	2020	1019	9	2215	12	45	1			2	0.045																																																																										
4	2020	1019	9	2215	12	46	1			2	0.03																																																																										
4	2020	1019	9	2215	12	47	1			2	0.03																																																																										
4	2020	1019	9	2215	12	48	1			2	0.04																																																																										
4	2020	1019	9	2215	12	49	1			2	0.03																																																																										
4	2020	1019	9	2215	12	50	1			2	0.045																																																																										
4	2020	1019	9	2215	13	1	1	0.002		2	0.055																																																																										1.052025971891181
4	2020	1019	9	2215	14	1	1			1	0.04																																																																										
4	2020	1019	9	2215	14	2	1			1	0.028																																																																										
4	2020	1019	9	2215	14	3	1			1	0.03																																																																										
4	2020	1019	9	2215	14	4	1			1	0.03																																																																										
4	2020	1019	9	2215	14	5	1			1	0.031																																																																										
4	2020	1019	9	2215	14	6	1			1	0.031																																																																										
4	2020	1019	9	2215	14	7	1			1	0.032																																																																										
4	2020	1019	9	2215	14	8	1			1	0.032																																																																										
4	2020	1019	9	2215	14	9	1			1	0.033																																																																										
4	2020	1019	9	2215	14	10	1			1	0.033																																																																										
4	2020	1019	9	2215	14	11	1			1	0.033																																																																										
4	2020	1019	9	2215	14	12	1			1	0.034																																																																										
4	2020	1019	9	2215	14	13	1			1	0.034																																																																										
4	2020	1019	9	2215	14	14	1			1	0.034																																																																										
4	2020	1019	9	2215	14	15	1			1	0.034																																																																										
4	2020	1019	9	2215	14	16	1			1	0.035																																																																										
4	2020	1019	9	2215	14	17	1			1	0.035																																																																										
4	2020	1019	9	2215	14	18	1			1	0.035																																																																										
4	2020	1019	9	2215	14	19	1			1	0.035																																																																										
4	2020	1019	9	2215	14	20	1			1	0.035																																																																										
4	2020	1019	9	2215	14	21	1			1	0.036																																																																										
4	2020	1019	9	2215	14	22	1			1	0.037																																																																										
4	2020	1019	9	2215	14	23	1			1	0.037																																																																										
4	2020	1019	9	2215	14	24	1			1	0.038																																																																										
4	2020	1019	9	2215	14	25	1			1	0.039																																																																										
4	2020	1019	9	2215	14	26	1			1	0.04																																																																										
4	2020	1019	9	2215	14	27	1			1	0.04																																																																										
4	2020	1019	9	2215	14	28	1			1	0.04																																																																										
4	2020	1019	9	2215	14	29	1			1	0.04																																																																										
4	2020	1019	9	2215	14	30	1			1	0.041																																																																										
4	2020	1019	9	2215	14	31	1			3	0.04																																																																										
4	2020	1019	9	2215	15	1	1			7	0.0265																																																																										
4	2020	1019	9	2215	15	2	1			7	0.0241																																																																										
4	2020	1019	9	2215	15	3	1			7	0.0227																																																																										
4	2020	1019	9	2215	15	4	1			7	0.0227																																																																										
4	2020	1019	9	2215	15	5	1			7	0.021																																																																										
4	2020	1019	9	2215	15	6	1			7	0.0226																																																																										
4	2020	1019	9	2215	15	7	1			7	0.0217																																																																										
4	2020	1019	9	2215	15	8	1			7	0.0247																																																																										
4	2020	1019	9	2215	15	9	1			7	0.0216																																																																										
4	2020	1019	9	2215	15	10	1			7	0.0187																																																																										
4	2020	1019	9	2215	15	11	1			7	0.0241																																																																										
4	2020	1019	9	2215	15	12	1			7	0.0216																																																																										
4	2020	1019	9	2215	15	13	1			7	0.0232																																																																										
4	2020	1019	9	2215	15	14	1			7	0.0216																																																																										
4	2020	1019	9	2215	15	15	1			7	0.0209																																																																										
4	2020	1019	9	2215	15	16	1			7	0.0222																																																																										
4	2020	1019	9	2215	15	17	1			7	0.0222																																																																										
4	2020	1019	9	2215	15	18	1			7	0.0243																																																																										
4	2020	1019	9	2215	15	19	1			7	0.0195																																																																										
4	2020	1019	9	2215	15	20	1			7	0.0182																																																																										
4	2020	1019	9	2215	15	21	1			7	0.0201																																																																										
4	2020	1019	9	2215	15	22	1			7	0.0237																																																																										
4	2020	1019	9	2215	15	23	1			7	0.0176																																																																										
4	2020	1019	9	2215	15	24	1			7	0.0245																																																																										
4	2020	1019	9	2215	15	25	1			7	0.0229																																																																										
4	2020	1019	9	2215	15	26	1			7	0.026																																																																										
4	2020	1019	9	2215	15	27	1			7	0.0245																																																																										
4	2020	1019	9	2215	15	28	1			7	0.0231																																																																										
4	2020	1019	9	2215	15	29	1			7	0.0262																																																																										
4	2020	1019	9	2215	15	30	1			7	0.0204																																																																										
4	2020	1019	9	2215	15	31	1			7	0.0218																																																																										
4	2020	1019	9	2215	15	32	1			7	0.0227																																																																										
4	2020	1019	9	2215	15	33	1			7	0.0191																																																																										
4	2020	1019	9	2215	15	34	1			7	0.0226																																																																										
4	2020	1019	9	2215	15	35	1			7	0.0185																																																																										
4	2020	1019	9	2215	15	36	1			7	0.021																																																																										
4	2020	1019	9	2215	15	37	1			7	0.0188																																																																										
4	2020	1019	9	2215	15	38	1			7	0.0236																																																																										
4	2020	1019	9	2215	15	39	1			7	0.02																																																																										
4	2020	1019	9	2215	15	40	1			7	0.0239																																																																										
4	2020	1019	9	2215	15	41	1			7	0.0238																																																																										
4	2020	1019	9	2215	15	42	1			7	0.0212																																																																										
4	2020	1019	9	2215	15	43	1			7	0.0195																																																																										
4	2020	1019	9	2215	15	44	1			7	0.0165																																																																										
4	2020	1019	9	2215	15	45	1			7	0.0207																																																																										
4	2020	1019	9	2215	15	46	1			7	0.0195																																																																										
4	2020	1019	9	2215	15	47	1			7	0.0204																																																																										
4	2020	1019	9	2215	15	48	1			7	0.0161																																																																										
4	2020	1019	9	2215	15	49	1			7	0.0198																																																																										
4	2020	1019	9	2215	15	50	1			7	0.0242																																																																										
4	2020	1019	9	2215	15	51	1			7	0.0205																																																																										
4	2020	1019	9	2215	15	52	1			7	0.0243																																																																										
4	2020	1019	9	2215	15	53	1			7	0.0195																																																																										
4	2020	1019	9	2215	15	54	1			7	0.0188																																																																										
4	2020	1019	9	2215	15	55	1			7	0.0188																																																																										
4	2020	1019	9	2215	15	56	1			7	0.0194																																																																										
4	2020	1019	9	2215	15	57	1			7	0.0174																																																																										
4	2020	1019	9	2215	15	58	1			7	0.02																																																																										
4	2020	1019	9	2215	15	59	1			7	0.0212																																																																										
4	2020	1019	9	2215	15	60	1			7	0.0232																																																																										
4	2020	1019	9	2215	15	61	1			7	0.0213																																																																										
4	2020	1019	9	2215	15	62	1			7	0.0213																																																																										
4	2020	1019	9	2215	15	63	1			7	0.0231																																																																										
4	2020	1019	9	2215	15	64	1			7	0.0234																																																																										
4	2020	1019	9	2215	15	65	1			7	0.0205																																																																										
4	2020	1019	9	2215	15	66	1			7	0.0215																																																																										
4	2020	1019	9	2215	15	67	1			7	0.0171																																																																										
4	2020	1019	9	2215	15	68	1			7	0.0215																																																																										
4	2020	1019	9	2215	15	69	1			7	0.0195																																																																										
4	2020	1019	9	2215	15	70	1			7	0.0247																																																																										
4	2020	1019	9	2215	15	71	1			7	0.0235																																																																										
4	2020	1019	9	2215	15	72	1			7	0.0181																																																																										
4	2020	1019	9	2215	15	73	1			7	0.0224																																																																										
4	2020	1019	9	2215	15	74	1			7	0.0247																																																																										
4	2020	1019	9	2215	15	75	1			7	0.0253																																																																										
4	2020	1019	9	2215	15	76	1			7	0.02																																																																										
4	2020	1019	9	2215	15	77	1			7	0.0209																																																																										
4	2020	1019	9	2215	15	78	1			7	0.0246																																																																										
4	2020	1019	9	2215	15	79	1			7	0.0176																																																																										
4	2020	1019	9	2215	15	80	1			7	0.0195																																																																										
4	2020	1019	9	2215	15	81	1			7	0.0188																																																																										
4	2020	1019	9	2215	15	82	1			7	0.0215																																																																										
4	2020	1019	9	2215	15	83	1			7	0.0189																																																																										
4	2020	1019	9	2215	15	84	1			7	0.0242																																																																										
4	2020	1019	9	2215	15	85	1			7	0.0182																																																																										
4	2020	1019	9	2215	15	86	1			7	0.022																																																																										
4	2020	1019	9	2215	15	87	1			7	0.0189																																																																										
4	2020	1019	9	2215	15	88	1			7	0.0179																																																																										
4	2020	1019	9	2215	15	89	1			7	0.0211																																																																										
4	2020	1019	9	2215	15	90	1			7	0.022																																																																										
4	2020	1019	9	2215	15	91	1			7	0.0249																																																																										
4	2020	1019	9	2215	15	92	1			7	0.0228																																																																										
4	2020	1019	9	2215	15	93	1			7	0.0202																																																																										
4	2020	1019	9	2215	15	94	1			7	0.023																																																																										
4	2020	1019	9	2215	15	95	1			7	0.0231																																																																										
4	2020	1019	9	2215	15	96	1			7	0.0232																																																																										
4	2020	1019	9	2215	15	97	1			7	0.0224																																																																										
4	2020	1019	9	2215	15	98	1			7	0.0166																																																																										
4	2020	1019	9	2215	15	99	1			7	0.0205																																																																										
4	2020	1019	9	2215	15	100	1			7	0.0205																																																																										
4	2020	1019	9	2215	16	1	1			7	0.011																																																																										
4	2020	1019	9	2215	16	2	1			7	0.0214																																																																										
4	2020	1019	9	2215	16	3	1			7	0.0124																																																																										
4	2020	1019	9	2215	16	4	1			7	0.0057																																																																										
4	2020	1019	9	2216	2	1	1	0.005		1	0.081																																																																										0.9236281870079226
4	2020	1019	9	2216	3	1	1			1	0.05																																																																										
4	2020	1019	9	2216	3	2	1			1	0.099																																																																										
4	2020	1019	9	2216	3	3	1			1	0.097																																																																										
4	2020	1019	9	2216	4	1	1			2	0.08																																																																										
4	2020	1019	9	2216	5	1	1			1	0.096																																																																										
4	2020	1019	9	2216	5	2	1			1	0.073																																																																										
4	2020	1019	9	2216	5	3	1			1	0.087																																																																										
4	2020	1019	9	2216	5	4	1			1	0.075																																																																										
4	2020	1019	9	2216	5	5	1			1	0.096																																																																										
4	2020	1019	9	2216	5	6	1			1	0.091																																																																										
4	2020	1019	9	2216	5	7	1			1	0.075																																																																										
4	2020	1019	9	2216	5	8	1			1	0.081																																																																										
4	2020	1019	9	2216	5	9	1			1	0.062																																																																										
4	2020	1019	9	2216	5	10	1			1	0.083																																																																										
4	2020	1019	9	2216	5	11	1			1	0.08																																																																										
4	2020	1019	9	2216	5	12	1			1	0.078																																																																										
4	2020	1019	9	2216	5	13	1			1	0.056																																																																										
4	2020	1019	9	2216	5	14	1			1	0.073																																																																										
4	2020	1019	9	2216	5	15	1			1	0.089																																																																										
4	2020	1019	9	2216	5	16	1			1	0.084																																																																										
4	2020	1019	9	2216	5	17	1			1	0.078																																																																										
4	2020	1019	9	2216	5	18	1			1	0.066																																																																										
4	2020	1019	9	2216	5	19	1			1	0.061																																																																										
4	2020	1019	9	2216	5	20	1			1	0.091																																																																										
4	2020	1019	9	2216	5	21	1			1	0.075																																																																										
4	2020	1019	9	2216	5	22	1			1	0.075																																																																										
4	2020	1019	9	2216	5	23	1			1	0.089																																																																										
4	2020	1019	9	2216	5	24	1			1	0.056																																																																										
4	2020	1019	9	2216	5	25	1			1	0.078																																																																										
4	2020	1019	9	2216	5	26	1			1	0.065																																																																										
4	2020	1019	9	2216	5	27	1			1	0.081																																																																										
4	2020	1019	9	2216	5	28	1			1	0.105																																																																										
4	2020	1019	9	2216	5	29	1			1	0.103																																																																										
4	2020	1019	9	2216	5	30	1			1	0.112																																																																										
4	2020	1019	9	2216	6	1	1			1	0.005																																																																										
4	2020	1019	9	2216	6	2	1			1	0.033																																																																										
4	2020	1019	9	2216	6	3	1			1	0.05																																																																										
4	2020	1019	9	2216	6	4	1			1	0.052																																																																										
4	2020	1019	9	2216	6	5	1			1	0.05																																																																										
4	2020	1019	9	2216	6	6	1			1	0.035																																																																										
4	2020	1019	9	2216	6	7	1			1	0.052																																																																										
4	2020	1019	9	2216	6	8	1			1	0.033																																																																										
4	2020	1019	9	2216	6	9	1			1	0.031																																																																										
4	2020	1019	9	2216	6	10	1			1	0.054																																																																										
4	2020	1019	9	2216	6	11	1			1	0.049																																																																										
4	2020	1019	9	2216	6	12	1			1	0.034																																																																										
4	2020	1019	9	2216	6	13	1			1	0.048																																																																										
4	2020	1019	9	2216	6	14	1			1	0.039																																																																										
4	2020	1019	9	2216	6	15	1			1	0.034																																																																										
4	2020	1019	9	2216	6	16	1			1	0.035																																																																										
4	2020	1019	9	2216	6	17	1			1	0.036																																																																										
4	2020	1019	9	2216	6	18	1			1	0.045																																																																										
4	2020	1019	9	2216	6	19	1			1	0.046																																																																										
4	2020	1019	9	2216	6	20	1			1	0.04																																																																										
4	2020	1019	9	2216	6	21	1			1	0.037																																																																										
4	2020	1019	9	2216	6	22	1			1	0.035																																																																										
4	2020	1019	9	2216	6	23	1			1	0.031																																																																										
4	2020	1019	9	2216	6	24	1			1	0.042																																																																										
4	2020	1019	9	2216	6	25	1			1	0.045																																																																										
4	2020	1019	9	2216	6	26	1			1	0.032																																																																										
4	2020	1019	9	2216	6	27	1			1	0.033																																																																										
4	2020	1019	9	2216	6	28	1			1	0.043																																																																										
4	2020	1019	9	2216	6	29	1			1	0.044																																																																										
4	2020	1019	9	2216	6	30	1			1	0.039																																																																										
4	2020	1019	9	2216	8	1	1			1	0.047																																																																										
4	2020	1019	9	2216	8	2	1			1	0.043																																																																										
4	2020	1019	9	2216	8	3	1			1	0.042																																																																										
4	2020	1019	9	2216	8	4	1			1	0.044																																																																										
4	2020	1019	9	2216	8	5	1			1	0.048																																																																										
4	2020	1019	9	2216	8	6	1			1	0.041																																																																										
4	2020	1019	9	2216	8	7	1			1	0.035																																																																										
4	2020	1019	9	2216	8	8	1			1	0.03																																																																										
4	2020	1019	9	2216	8	9	1			1	0.054																																																																										
4	2020	1019	9	2216	8	10	1			1	0.039																																																																										
4	2020	1019	9	2216	8	11	1			1	0.037																																																																										
4	2020	1019	9	2216	8	12	1			1	0.042																																																																										
4	2020	1019	9	2216	8	13	1			1	0.046																																																																										
4	2020	1019	9	2216	8	14	1			1	0.06																																																																										
4	2020	1019	9	2216	8	15	1			1	0.043																																																																										
4	2020	1019	9	2216	8	16	1			1	0.04																																																																										
4	2020	1019	9	2216	8	17	1			1	0.048																																																																										
4	2020	1019	9	2216	9	1	1			1	0.03																																																																										
4	2020	1019	9	2216	9	2	1			1	0.035																																																																										
4	2020	1019	9	2216	9	3	1			1	0.035																																																																										
4	2020	1019	9	2216	9	4	1			1	0.025																																																																										
4	2020	1019	9	2216	9	5	1			1	0.04																																																																										
4	2020	1019	9	2216	9	6	1			1	0.025																																																																										
4	2020	1019	9	2216	9	7	1			1	0.025																																																																										
4	2020	1019	9	2216	9	8	1			1	0.035																																																																										
4	2020	1019	9	2216	9	9	1			1	0.03																																																																										
4	2020	1019	9	2216	9	10	1			1	0.035																																																																										
4	2020	1019	9	2216	9	11	1			1	0.035																																																																										
4	2020	1019	9	2216	9	12	1			1	0.04																																																																										
4	2020	1019	9	2216	9	13	1			1	0.04																																																																										
4	2020	1019	9	2216	9	14	1			1	0.035																																																																										
4	2020	1019	9	2216	9	15	1			1	0.035																																																																										
4	2020	1019	9	2216	9	16	1			1	0.03																																																																										
4	2020	1019	9	2216	10	1	1			1	0.045																																																																										
4	2020	1019	9	2216	10	2	1			1	0.035																																																																										
4	2020	1019	9	2216	10	3	1			1	0.03																																																																										
4	2020	1019	9	2216	10	4	1			1	0.03																																																																										
4	2020	1019	9	2216	10	5	1			1	0.03																																																																										
4	2020	1019	9	2216	10	6	1			1	0.03																																																																										
4	2020	1019	9	2216	10	7	1			1	0.03																																																																										
4	2020	1019	9	2216	10	8	1			1	0.03																																																																										
4	2020	1019	9	2216	10	9	1			1	0.035																																																																										
4	2020	1019	9	2216	11	1	1	0.062		2	0.22																																																																										0.5628616293766109
4	2020	1019	9	2216	12	1	1			1	0.07																																																																										
4	2020	1019	9	2216	12	2	1			1	0.062																																																																										
4	2020	1019	9	2216	12	3	1			1	0.053																																																																										
4	2020	1019	9	2216	12	4	1			1	0.059																																																																										
4	2020	1019	9	2216	12	5	1			1	0.072																																																																										
4	2020	1019	9	2216	12	6	1			1	0.068																																																																										
4	2020	1019	9	2216	12	7	1			1	0.06																																																																										
4	2020	1019	9	2216	12	8	1			1	0.064																																																																										
4	2020	1019	9	2216	12	9	1			1	0.065																																																																										
4	2020	1019	9	2216	12	10	1			1	0.067																																																																										
4	2020	1019	9	2216	12	11	1			1	0.063																																																																										
4	2020	1019	9	2216	12	12	1			1	0.058																																																																										
4	2020	1019	9	2216	12	13	1			1	0.067																																																																										
4	2020	1019	9	2216	12	14	1			1	0.061																																																																										
4	2020	1019	9	2216	12	15	1			1	0.054																																																																										
4	2020	1019	9	2216	12	16	1			1	0.052																																																																										
4	2020	1019	9	2216	12	17	1			1	0.054																																																																										
4	2020	1019	9	2216	12	18	1			1	0.043																																																																										
4	2020	1019	9	2216	12	19	1			1	0.068																																																																										
4	2020	1019	9	2216	12	20	1			1	0.054																																																																										
4	2020	1019	9	2216	12	21	1			1	0.055																																																																										
4	2020	1019	9	2216	12	22	1			1	0.069																																																																										
4	2020	1019	9	2216	12	23	1			1	0.063																																																																										
4	2020	1019	9	2216	12	24	1			1	0.06																																																																										
4	2020	1019	9	2216	12	25	1			1	0.055																																																																										
4	2020	1019	9	2216	12	26	1			1	0.061																																																																										
4	2020	1019	9	2216	12	27	1			1	0.069																																																																										
4	2020	1019	9	2216	12	28	1			1	0.068																																																																										
4	2020	1019	9	2216	12	29	1			1	0.06																																																																										
4	2020	1019	9	2216	12	30	1			1	0.062																																																																										
4	2020	1019	9	2216	13	1	1			2	0.035																																																																										
4	2020	1019	9	2216	13	2	1			2	0.045																																																																										
4	2020	1019	9	2216	14	1	1			2	0.07																																																																										
4	2020	1019	9	2216	14	2	1			2	0.05																																																																										
4	2020	1019	9	2216	14	3	1			2	0.045																																																																										
4	2020	1019	9	2216	14	4	1			2	0.025																																																																										
4	2020	1019	9	2216	14	5	1			2	0.035																																																																										
4	2020	1019	9	2216	14	6	1			2	0.045																																																																										
4	2020	1019	9	2216	14	7	1			2	0.03																																																																										
4	2020	1019	9	2216	14	8	1			2	0.045																																																																										
4	2020	1019	9	2216	14	9	1			2	0.05																																																																										
4	2020	1019	9	2216	14	10	1			2	0.05																																																																										
4	2020	1019	9	2216	14	11	1			2	0.05																																																																										
4	2020	1019	9	2216	14	12	1			2	0.06																																																																										
4	2020	1019	9	2216	14	13	1			2	0.05																																																																										
4	2020	1019	9	2216	14	14	1			2	0.03																																																																										
4	2020	1019	9	2216	14	15	1			2	0.05																																																																										
4	2020	1019	9	2216	14	16	1			2	0.03																																																																										
4	2020	1019	9	2216	14	17	1			2	0.03																																																																										
4	2020	1019	9	2216	14	18	1			2	0.04																																																																										
4	2020	1019	9	2216	14	19	1			2	0.06																																																																										
4	2020	1019	9	2216	14	20	1			2	0.045																																																																										
4	2020	1019	9	2216	14	21	1			2	0.04																																																																										
4	2020	1019	9	2216	14	22	1			2	0.07																																																																										
4	2020	1019	9	2216	14	23	1			2	0.045																																																																										
4	2020	1019	9	2216	14	24	1			2	0.035																																																																										
4	2020	1019	9	2216	14	25	1			2	0.025																																																																										
4	2020	1019	9	2216	14	26	1			2	0.045																																																																										
4	2020	1019	9	2216	14	27	1			2	0.045																																																																										
4	2020	1019	9	2216	14	28	1			2	0.025																																																																										
4	2020	1019	9	2216	14	29	1			2	0.04																																																																										
4	2020	1019	9	2216	14	30	1			2	0.025																																																																										
4	2020	1019	9	2216	15	1				1	0.027																																																																										
4	2020	1019	9	2216	15	2				1	0.028																																																																										
4	2020	1019	9	2216	15	3				1	0.028																																																																										
4	2020	1019	9	2216	15	4				1	0.028																																																																										
4	2020	1019	9	2216	15	5				1	0.028																																																																										
4	2020	1019	9	2216	15	6				1	0.029																																																																										
4	2020	1019	9	2216	15	7				1	0.029																																																																										
4	2020	1019	9	2216	15	8				1	0.029																																																																										
4	2020	1019	9	2216	15	9				1	0.03																																																																										
4	2020	1019	9	2216	15	10				1	0.03																																																																										
4	2020	1019	9	2216	15	11				1	0.03																																																																										
4	2020	1019	9	2216	15	12				1	0.03																																																																										
4	2020	1019	9	2216	15	13				1	0.03																																																																										
4	2020	1019	9	2216	15	14				1	0.03																																																																										
4	2020	1019	9	2216	15	15				1	0.03																																																																										
4	2020	1019	9	2216	15	16				1	0.03																																																																										
4	2020	1019	9	2216	15	17				1	0.03																																																																										
4	2020	1019	9	2216	15	18				1	0.03																																																																										
4	2020	1019	9	2216	15	19				1	0.03																																																																										
4	2020	1019	9	2216	15	20				1	0.03																																																																										
4	2020	1019	9	2216	15	21				1	0.031																																																																										
4	2020	1019	9	2216	15	22				1	0.031																																																																										
4	2020	1019	9	2216	15	23				1	0.031																																																																										
4	2020	1019	9	2216	15	24				1	0.031																																																																										
4	2020	1019	9	2216	15	25				1	0.031																																																																										
4	2020	1019	9	2216	15	26				1	0.035																																																																										
4	2020	1019	9	2216	15	27				1	0.035																																																																										
4	2020	1019	9	2216	15	28				1	0.035																																																																										
4	2020	1019	9	2216	15	29				1	0.035																																																																										
4	2020	1019	9	2216	15	30				1	0.035																																																																										
4	2020	1019	9	2216	15	31				1	0.035																																																																										
4	2020	1019	9	2216	15	32				1	0.035																																																																										
4	2020	1019	9	2216	15	33				1	0.036																																																																										
4	2020	1019	9	2216	15	34				1	0.038																																																																										
4	2020	1019	9	2216	15	35				1	0.039																																																																										
4	2020	1019	9	2216	15	36				1	0.042																																																																										
4	2020	1019	9	2216	16	1	1			1	0.012																																																																										
4	2020	1019	9	2216	16	2	1			1	0.014																																																																										
4	2020	1019	9	2216	16	3	1			1	0.01																																																																										
4	2020	1019	9	2216	16	4	1			1	0.012																																																																										
4	2020	1019	9	2216	16	5	1			1	0.01																																																																										
4	2020	1019	9	2216	16	6	1			1	0.013																																																																										
4	2020	1019	9	2216	16	7	1			1	0.01																																																																										
4	2020	1019	9	2216	16	8	1			1	0.008																																																																										
4	2020	1019	9	2216	17	1	1			1	0.021																																																																										
4	2020	1019	9	2216	18	1	1			1	0.022																																																																										
4	2020	1019	9	2217	1	1	1			1	0.061																																																																										
4	2020	1019	9	2217	1	2	1			1	0.059																																																																										
4	2020	1019	9	2217	1	3	1			1	0.057																																																																										
4	2020	1019	9	2217	1	4	1			1	0.058																																																																										
4	2020	1019	9	2217	1	5	1			1	0.046																																																																										
4	2020	1019	9	2217	1	6	1			1	0.076																																																																										
4	2020	1019	9	2217	1	7	1			1	0.058																																																																										
4	2020	1019	9	2217	1	8	1			1	0.053																																																																										
4	2020	1019	9	2217	1	9	1			1	0.063																																																																										
4	2020	1019	9	2217	1	10	1			1	0.052																																																																										
4	2020	1019	9	2217	1	11	1			1	0.058																																																																										
4	2020	1019	9	2217	1	12	1			1	0.052																																																																										
4	2020	1019	9	2217	1	13	1			1	0.061																																																																										
4	2020	1019	9	2217	1	14	1			1	0.046																																																																										
4	2020	1019	9	2217	1	15	1			1	0.064																																																																										
4	2020	1019	9	2217	1	16	1			1	0.061																																																																										
4	2020	1019	9	2217	1	17	1			1	0.063																																																																										
4	2020	1019	9	2217	1	18	1			1	0.055																																																																										
4	2020	1019	9	2217	1	19	1			1	0.052																																																																										
4	2020	1019	9	2217	1	20	1			1	0.058																																																																										
4	2020	1019	9	2217	1	21	1			1	0.053																																																																										
4	2020	1019	9	2217	1	22	1			1	0.062																																																																										
4	2020	1019	9	2217	1	23	1			1	0.063																																																																										
4	2020	1019	9	2217	1	24	1			1	0.052																																																																										
4	2020	1019	9	2217	1	25	1			1	0.054																																																																										
4	2020	1019	9	2217	1	26	1			1	0.056																																																																										
4	2020	1019	9	2217	1	27	1			1	0.062																																																																										
4	2020	1019	9	2217	1	28	1			1	0.066																																																																										
4	2020	1019	9	2217	1	29	1			1	0.063																																																																										
4	2020	1019	9	2217	1	30	1			1	0.065																																																																										
4	2020	1019	9	2217	2	1	1			1	0.035																																																																										
4	2020	1019	9	2217	2	2	1			1	0.035																																																																										
4	2020	1019	9	2217	2	3	1			1	0.035																																																																										
4	2020	1019	9	2217	2	4	1			1	0.03																																																																										
