m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	c.catchsampleid	specimenid	individualproducttype	individualweight	individualvolume	lengthresolution	length	fat	fatpercent	sex	maturationstage	specialstage	eggstage	moultingstage	spawningfrequency	stomachfillfield	stomachfilllab	digestion	liver	liverparasite	gillworms	swollengills	fungusheart	fungusspores	fungusouter	blackspot	vertebraecount	agingstructureread	agingstructureweight	age	spawningage	spawningzones	readability	otolithtype	otolithedge	otolithcentre	calibration	growthzone1	growthzone2	growthzone3	growthzone4	growthzone5	growthzone6	growthzone7	growthzone8	growthzone9	growthzonestotal	coastalannuli	oceanicannuli	agereader	preferredagereading	tagid	tagtype	gonadweight	liverweight	stomachweight	diameter	mantlelength	carapacelength	headlength	snouttoendoftail	snouttoendsqueezed	snouttoanalfin	snouttodorsalfin	forklength	snouttoboneknob	lengthwithouthead	carapacewidth	rightclawwidth	rightclawlength	meroswidth	meroslength	japanesecut	abdomenwidth	tissuesamplenumber	individualcomment	cond
4	2019	LMEL	13	2506	5	1	1			1	0.044																																																																						
4	2019	LMEL	13	2506	5	2	1			1	0.032																																																																						
4	2019	LMEL	13	2506	5	3	1			1	0.024																																																																						
4	2019	LMEL	13	2506	5	4	1			1	0.039																																																																						
4	2019	LMEL	13	2506	5	5	1			1	0.034																																																																						
4	2019	LMEL	13	2506	5	6	1			1	0.026																																																																						
4	2019	LMEL	13	2506	5	7	1			1	0.041																																																																						
4	2019	LMEL	13	2506	5	8	1			1	0.023																																																																						
4	2019	LMEL	13	2506	5	9	1			1	0.035																																																																						
4	2019	LMEL	13	2506	5	10	1			1	0.045																																																																						
4	2019	LMEL	13	2506	5	11	1			1	0.03																																																																						
4	2019	LMEL	13	2506	5	12	1			1	0.028																																																																						
4	2019	LMEL	13	2506	5	13	1			1	0.032																																																																						
4	2019	LMEL	13	2506	5	14	1			1	0.039																																																																						
4	2019	LMEL	13	2506	5	15	1			1	0.027																																																																						
4	2019	LMEL	13	2506	5	16	1			1	0.03																																																																						
4	2019	LMEL	13	2506	5	17	1			1	0.043																																																																						
4	2019	LMEL	13	2506	5	18	1			1	0.04																																																																						
4	2019	LMEL	13	2506	5	19	1			1	0.044																																																																						
4	2019	LMEL	13	2506	5	20	1			1	0.032																																																																						
4	2019	LMEL	13	2506	5	21	1			1	0.03																																																																						
4	2019	LMEL	13	2506	5	22	1			1	0.038																																																																						
4	2019	LMEL	13	2506	5	23	1			1	0.043																																																																						
4	2019	LMEL	13	2506	5	24	1			1	0.047																																																																						
4	2019	LMEL	13	2506	5	25	1			1	0.034																																																																						
4	2019	LMEL	13	2506	5	26	1			1	0.045																																																																						
4	2019	LMEL	13	2506	5	27	1			1	0.037																																																																						
4	2019	LMEL	13	2506	5	28	1			1	0.032																																																																						
4	2019	LMEL	13	2506	5	29	1			1	0.028																																																																						
4	2019	LMEL	13	2506	5	30	1			1	0.033																																																																						
4	2019	LMEL	13	2506	6	1	1			1	0.042																																																																						
4	2019	LMEL	13	2506	6	2	1			1	0.038																																																																						
4	2019	LMEL	13	2506	6	3	1			1	0.033																																																																						
4	2019	LMEL	13	2506	6	4	1			1	0.03																																																																						
4	2019	LMEL	13	2506	6	5	1			1	0.027																																																																						
4	2019	LMEL	13	2506	6	6	1			1	0.029																																																																						
4	2019	LMEL	13	2506	6	7	1			1	0.027																																																																						
4	2019	LMEL	13	2506	6	8	1			1	0.032																																																																						
4	2019	LMEL	13	2506	7	1	1			1	0.052																																																																						
4	2019	LMEL	13	2506	8	1				1	0.017																																																																						
4	2019	LMEL	13	2506	8	2				1	0.018																																																																						
4	2019	LMEL	13	2506	9	1	1			1	0.064																																																																						
4	2019	LMEL	13	2506	9	2	1			1	0.062																																																																						
4	2019	LMEL	13	2506	9	3	1			1	0.095																																																																						
4	2019	LMEL	13	2506	9	4	1			1	0.101																																																																						
4	2019	LMEL	13	2506	10	1	1	0.033		2	0.17																																																																						0.6429047606001662
4	2019	LMEL	13	2506	10	2	1	0.032		2	0.17																																																																						0.6234227981577369
4	2019	LMEL	13	2506	10	3	1	0.031		2	0.165																																																																						0.6596556092338486
4	2019	LMEL	13	2506	10	4	1	0.027		2	0.155																																																																						0.6910700788251809
4	2019	LMEL	13	2506	10	5	1	0.033		2	0.175																																																																						0.590090832637164
4	2019	LMEL	13	2506	10	6	1	0.041		2	0.18																																																																						0.6745206507684753
4	2019	LMEL	13	2506	10	7	1	0.032		2	0.165																																																																						0.6809348224349404
4	2019	LMEL	13	2506	10	8	1	0.031		2	0.17																																																																						0.6039408357153077
4	2019	LMEL	13	2506	10	9	1	0.036		2	0.175																																																																						0.6437354537859972
4	2019	LMEL	13	2506	10	10	1	0.037		2	0.175																																																																						0.6616169941689415
4	2019	LMEL	13	2506	10	11	1	0.04		2	0.175																																																																						0.7152616153177745
4	2019	LMEL	13	2506	10	12	1	0.036		2	0.175																																																																						0.6437354537859972
4	2019	LMEL	13	2506	10	13	1	0.028		2	0.16																																																																						0.6525261720527993
4	2019	LMEL	13	2507	1	1	1	1.405		2	0.485			1	4																																																																		1.2126974493838398
4	2019	LMEL	13	2507	1	2	1	1.02		2	0.435			1	4																																																																		1.2180524781341109
4	2019	LMEL	13	2507	2	1	1			2	0.395																																																																						
4	2019	LMEL	13	2507	2	2	1			3	0.57																																																																						
4	2019	LMEL	13	2507	2	3	1			2	0.405																																																																						
4	2019	LMEL	13	2507	3	1	1	1.655		3	0.55			1	4																																																																		0.9680973888424583
4	2019	LMEL	13	2507	3	2	1	1.97		3	0.58			1	4																																																																		0.9840079969380867
4	2019	LMEL	13	2507	4	1	1	2.74		3	0.7			2																				5	5	0	1	5	2																1																										0.7819576123323848
4	2019	LMEL	13	2507	4	2	1	3.755		3	0.76			2																				6	6	0	1	5	2																1																										0.8387366794012805
4	2019	LMEL	13	2507	4	3	1	3.26		3	0.72			2																				6	6	0	1	5	2																1																										0.8554676288490712
4	2019	LMEL	13	2507	4	4	1	1.56		3	0.56			2																				4			1	1	2																1																										0.864926602522564
4	2019	LMEL	13	2507	4	5	1	5.2		3	0.8			1																				5	5	0	1	1	2																1																										0.9968176118502444
4	2019	LMEL	13	2507	4	6	1	4.66		3	0.8			1																				6	6	0	1	1	2																1																										0.8933019367734882
4	2019	LMEL	13	2507	4	7	1	2.72		3	0.66			2																				5			1	1	2																1																										0.9249195689772796
4	2019	LMEL	13	2507	4	8	1	2.35		3	0.63			2																				6			1	5	2																1																										0.9177971111847736
4	2019	LMEL	13	2507	4	9	1			3	0.72																																																																						
4	2019	LMEL	13	2507	4	10	1			3	0.8																																																																						
4	2019	LMEL	13	2507	4	11	1			2	0.395																																																																						
4	2019	LMEL	13	2507	4	12	1			3	0.79																																																																						
4	2019	LMEL	13	2507	4	13	1			3	0.57																																																																						
4	2019	LMEL	13	2507	4	14	1			3	0.76																																																																						
4	2019	LMEL	13	2507	4	15	1			3	0.69																																																																						
4	2019	LMEL	13	2507	4	16	1			3	0.55																																																																						
4	2019	LMEL	13	2507	4	17	1			3	0.84																																																																						
4	2019	LMEL	13	2507	4	18	1			3	0.75																																																																						
4	2019	LMEL	13	2507	4	19	1			3	0.68																																																																						
4	2019	LMEL	13	2507	4	20	1			3	0.84																																																																						
4	2019	LMEL	13	2507	4	21	1			3	0.7																																																																						
4	2019	LMEL	13	2507	4	22	1			3	0.65																																																																						
4	2019	LMEL	13	2507	4	23	1			3	0.73																																																																						
4	2019	LMEL	13	2507	4	24	1			3	0.57																																																																						
4	2019	LMEL	13	2507	5	1	1	0.05		2	0.2																																																																						0.6021364554108547
4	2019	LMEL	13	2507	5	2	1	0.03		2	0.18																																																																						0.4935516956842503
4	2019	LMEL	13	2507	5	3	1	0.09		2	0.25																																																																						0.5590599252063232
4	2019	LMEL	13	2507	5	4	1	0.06		2	0.21																																																																						0.6252798697333605
4	2019	LMEL	13	2507	5	5	1	0.07		2	0.23																																																																						0.5569666205428684
4	2019	LMEL	13	2507	5	6	1	0.04		2	0.19																																																																						0.5607480729761046
4	2019	LMEL	13	2507	5	7	1	0.02		2	0.165																																																																						0.42558426402183774
4	2019	LMEL	13	2507	5	8	1	0.03		2	0.155																																																																						0.7678556431390898
4	2019	LMEL	13	2507	5	9	1	0.03		2	0.17																																																																						0.5844588732728784
4	2019	LMEL	13	2507	5	10	1	0.02		2	0.145																																																																						0.6232380136235935
4	2019	LMEL	13	2507	5	11	1	0.115		2	0.24																																																																						0.806422453606056
4	2019	LMEL	13	2507	5	12	1	0.02		2	0.155																																																																						0.5119037620927266
4	2019	LMEL	13	2507	5	13	1	0.03		2	0.165																																																																						0.6383763960327568
4	2019	LMEL	13	2507	5	14	1	0.03		2	0.17																																																																						0.5844588732728784
4	2019	LMEL	13	2507	5	15	1	0.01		2	0.13																																																																						0.4298850729125385
4	2019	LMEL	13	2507	5	16	1	0.035		2	0.185																																																																						0.530962962962963
4	2019	LMEL	13	2507	5	17	1	0.03		2	0.17																																																																						0.5844588732728784
4	2019	LMEL	13	2507	5	18	1	0.01		2	0.125																																																																						0.4824690352880868
4	2019	LMEL	13	2507	5	19	1	0.015		2	0.14																																																																						0.5183781244431485
4	2019	LMEL	13	2507	5	20	1	0.035		2	0.185																																																																						0.530962962962963
4	2019	LMEL	13	2507	5	21	1	0.025		2	0.16																																																																						0.5826126536185707
4	2019	LMEL	13	2507	5	22	1	0.035		2	0.19																																																																						0.4906545638540916
4	2019	LMEL	13	2507	5	23	1	0.015		2	0.135																																																																						0.5770097670924118
4	2019	LMEL	13	2507	5	24	1	0.035		2	0.18																																																																						0.5758103116316253
4	2019	LMEL	13	2507	5	25	1	0.02		2	0.16																																																																						0.46609012289485663
4	2019	LMEL	13	2507	5	26	1	0.035		2	0.175																																																																						0.6258539134030526
4	2019	LMEL	13	2507	5	27	1	0.025		2	0.165																																																																						0.5319803300272973
4	2019	LMEL	13	2507	5	28	1	0.025		2	0.16																																																																						0.5826126536185707
4	2019	LMEL	13	2507	5	29	1	0.1		2	0.25																																																																						0.6211776946736924
4	2019	LMEL	13	2507	5	30	1	0.03		2	0.165																																																																						0.6383763960327568
4	2019	LMEL	13	2507	6	1	1	0.05		2	0.215																																																																						0.485950709412106
4	2019	LMEL	13	2507	6	2	1	0.055		2	0.19																																																																						0.7710286003421439
4	2019	LMEL	13	2507	6	3	1	0.03		2	0.16																																																																						0.6991351843422849
4	2019	LMEL	13	2507	6	4	1	0.025		2	0.155																																																																						0.6398797026159082
4	2019	LMEL	13	2507	6	5	1	0.025		2	0.155																																																																						0.6398797026159082
4	2019	LMEL	13	2507	6	6	1	0.03		2	0.165																																																																						0.6383763960327568
4	2019	LMEL	13	2507	6	7	1	0.03		2	0.165																																																																						0.6383763960327568
4	2019	LMEL	13	2507	6	8	1	0.045		2	0.19																																																																						0.6308415820981178
4	2019	LMEL	13	2507	6	9	1	0.025		2	0.155																																																																						0.6398797026159082
4	2019	LMEL	13	2507	6	10	1	0.035		2	0.165																																																																						0.7447724620382161
4	2019	LMEL	13	2507	6	11	1	0.035		2	0.17																																																																						0.6818686854850248
4	2019	LMEL	13	2507	6	12	1	0.03		2	0.17																																																																						0.5844588732728784
4	2019	LMEL	13	2507	6	13	1	0.035		2	0.165																																																																						0.7447724620382161
4	2019	LMEL	13	2507	6	14	1	0.03		2	0.165																																																																						0.6383763960327568
4	2019	LMEL	13	2507	6	15	1	0.025		2	0.16																																																																						0.5826126536185707
4	2019	LMEL	13	2507	6	16	1	0.025		2	0.155																																																																						0.6398797026159082
4	2019	LMEL	13	2507	6	17	1	0.025		2	0.15																																																																						0.7049048158215886
4	2019	LMEL	13	2507	6	18	1	0.02		2	0.145																																																																						0.6232380136235935
4	2019	LMEL	13	2507	6	19	1	0.03		2	0.165																																																																						0.6383763960327568
4	2019	LMEL	13	2507	6	20	1	0.035		2	0.175																																																																						0.6258539134030526
4	2019	LMEL	13	2507	6	21	1	0.025		2	0.155																																																																						0.6398797026159082
4	2019	LMEL	13	2507	6	22	1	0.015		2	0.145																																																																						0.4674285102176951
4	2019	LMEL	13	2507	6	23	1	0.025		2	0.16																																																																						0.5826126536185707
4	2019	LMEL	13	2507	6	24	1	0.025		2	0.145																																																																						0.7790475170294918
4	2019	LMEL	13	2507	6	25	1	0.03		2	0.175																																																																						0.5364462114883309
4	2019	LMEL	13	2507	6	26	1	0.025		2	0.16																																																																						0.5826126536185707
4	2019	LMEL	13	2507	6	27	1	0.03		2	0.175																																																																						0.5364462114883309
4	2019	LMEL	13	2507	6	28	1	0.03		2	0.16																																																																						0.6991351843422849
4	2019	LMEL	13	2507	6	29	1	0.02		2	0.16																																																																						0.46609012289485663
4	2019	LMEL	13	2507	6	30	1	0.03		2	0.165																																																																						0.6383763960327568
4	2019	LMEL	13	2507	7	1	1	0.35		2	0.315			2																				3			1		2																1																										1.0935454941776026
4	2019	LMEL	13	2507	7	2	1	0.405		2	0.36			2																				3			1		2																1																										0.8502193611874206
4	2019	LMEL	13	2507	7	3	1	0.83		2	0.425			2																				3			1		2																1																										1.0623551686118846
4	2019	LMEL	13	2507	7	4	1	0.14		2	0.24			1																				2			1		2																1																										0.9817316826508509
4	2019	LMEL	13	2507	7	5	1	0.155		2	0.255			1																				2			1		2																1																										0.9078205260783343
4	2019	LMEL	13	2507	7	6	1	0.06		2	0.195																							1			1		2																1																										0.7788430529836382
4	2019	LMEL	13	2507	7	7	1			2	0.375																																																																						
4	2019	LMEL	13	2507	7	8	1			2	0.35																																																																						
4	2019	LMEL	13	2507	7	9	1			2	0.33																																																																						
4	2019	LMEL	13	2507	7	10	1			2	0.365																																																																						
4	2019	LMEL	13	2507	7	11	1			2	0.355																																																																						
4	2019	LMEL	13	2507	7	12	1			2	0.26																																																																						
4	2019	LMEL	13	2507	7	13	1			2	0.37																																																																						
4	2019	LMEL	13	2507	7	14	1			2	0.39																																																																						
4	2019	LMEL	13	2507	7	15	1			2	0.315																																																																						
4	2019	LMEL	13	2507	7	16	1			2	0.31																																																																						
4	2019	LMEL	13	2507	7	17	1			2	0.265																																																																						
4	2019	LMEL	13	2507	7	18	1			2	0.255																																																																						
4	2019	LMEL	13	2507	7	19	1			2	0.24																																																																						
4	2019	LMEL	13	2507	7	20	1			2	0.355																																																																						
4	2019	LMEL	13	2507	7	21	1			2	0.255																																																																						
4	2019	LMEL	13	2507	7	22	1			2	0.26																																																																						
4	2019	LMEL	13	2507	7	23	1			2	0.27																																																																						
4	2019	LMEL	13	2507	7	24	1			2	0.23																																																																						
4	2019	LMEL	13	2507	7	25	1			2	0.26																																																																						
4	2019	LMEL	13	2507	7	26	1			2	0.32																																																																						
4	2019	LMEL	13	2507	7	27	1			2	0.24																																																																						
4	2019	LMEL	13	2507	7	28	1			2	0.235																																																																						
4	2019	LMEL	13	2507	7	29	1			2	0.215																																																																						
4	2019	LMEL	13	2507	7	30	1			2	0.24																																																																						
4	2019	LMEL	13	2507	7	31	1			2	0.275																																																																						
4	2019	LMEL	13	2507	7	32	1			2	0.23																																																																						
4	2019	LMEL	13	2507	7	33	1			2	0.24																																																																						
4	2019	LMEL	13	2507	7	34	1			2	0.24																																																																						
4	2019	LMEL	13	2507	7	35	1			2	0.175																																																																						
4	2019	LMEL	13	2507	7	36	1			2	0.175																																																																						
4	2019	LMEL	13	2507	7	37	1			2	0.24																																																																						
4	2019	LMEL	13	2507	7	38	1			2	0.24																																																																						
4	2019	LMEL	13	2507	7	39	1			2	0.245																																																																						
4	2019	LMEL	13	2507	7	40	1			2	0.33																																																																						
4	2019	LMEL	13	2507	7	41	1			2	0.255																																																																						
4	2019	LMEL	13	2507	7	42	1			2	0.255																																																																						
4	2019	LMEL	13	2507	7	43	1			2	0.25																																																																						
4	2019	LMEL	13	2507	7	44	1			2	0.25																																																																						
4	2019	LMEL	13	2507	7	45	1			2	0.335																																																																						
4	2019	LMEL	13	2507	7	46	1			2	0.24																																																																						
4	2019	LMEL	13	2507	7	47	1			2	0.245																																																																						
4	2019	LMEL	13	2507	7	48	1			2	0.255																																																																						
4	2019	LMEL	13	2507	7	49	1			2	0.235																																																																						
4	2019	LMEL	13	2507	7	50	1			2	0.25																																																																						
4	2019	LMEL	13	2507	7	51	1			2	0.27																																																																						
4	2019	LMEL	13	2507	7	52	1			2	0.31																																																																						
4	2019	LMEL	13	2507	7	53	1			2	0.24																																																																						
4	2019	LMEL	13	2507	7	54	1			2	0.195																																																																						
4	2019	LMEL	13	2507	7	55	1			2	0.235																																																																						
4	2019	LMEL	13	2507	7	56	1			2	0.26																																																																						
4	2019	LMEL	13	2507	7	57	1			2	0.245																																																																						
4	2019	LMEL	13	2507	7	58	1			2	0.24																																																																						
4	2019	LMEL	13	2507	7	59	1			2	0.26																																																																						
4	2019	LMEL	13	2507	7	60	1			2	0.3																																																																						
4	2019	LMEL	13	2507	7	61	1			2	0.26																																																																						
4	2019	LMEL	13	2507	7	62	1			2	0.25																																																																						
4	2019	LMEL	13	2507	7	63	1			2	0.255																																																																						
4	2019	LMEL	13	2507	7	64	1			2	0.275																																																																						
4	2019	LMEL	13	2507	7	65	1			2	0.255																																																																						
4	2019	LMEL	13	2507	7	66	1			2	0.19																																																																						
4	2019	LMEL	13	2507	7	67	1			2	0.225																																																																						
4	2019	LMEL	13	2507	7	68	1			2	0.26																																																																						
4	2019	LMEL	13	2507	7	69	1			2	0.255																																																																						
4	2019	LMEL	13	2507	7	70	1			2	0.305																																																																						
4	2019	LMEL	13	2507	7	71	1			2	0.3																																																																						
4	2019	LMEL	13	2507	7	72	1			2	0.18																																																																						
4	2019	LMEL	13	2507	7	73	1			2	0.185																																																																						
4	2019	LMEL	13	2507	7	74	1			2	0.255																																																																						
4	2019	LMEL	13	2507	7	75	1			2	0.26																																																																						
4	2019	LMEL	13	2507	7	76	1			2	0.24																																																																						
4	2019	LMEL	13	2507	7	77	1			2	0.175																																																																						
4	2019	LMEL	13	2507	7	78	1			2	0.245																																																																						
4	2019	LMEL	13	2507	7	79	1			2	0.18																																																																						
4	2019	LMEL	13	2507	7	80	1			2	0.235																																																																						
4	2019	LMEL	13	2507	7	81	1			2	0.17																																																																						
4	2019	LMEL	13	2507	7	82	1			2	0.175																																																																						
4	2019	LMEL	13	2507	7	83	1			2	0.235																																																																						
4	2019	LMEL	13	2507	7	84	1			2	0.2																																																																						
4	2019	LMEL	13	2507	7	85	1			2	0.165																																																																						
4	2019	LMEL	13	2507	7	86	1			2	0.245																																																																						
4	2019	LMEL	13	2507	7	87	1			2	0.21																																																																						
4	2019	LMEL	13	2507	7	88	1			2	0.26																																																																						
4	2019	LMEL	13	2507	7	89	1			2	0.195																																																																						
4	2019	LMEL	13	2507	7	90	1			2	0.215																																																																						
4	2019	LMEL	13	2507	7	91	1			2	0.19																																																																						
4	2019	LMEL	13	2507	7	92	1			2	0.16																																																																						
4	2019	LMEL	13	2507	7	93	1			2	0.16																																																																						
4	2019	LMEL	13	2507	7	94	1			2	0.195																																																																						
4	2019	LMEL	13	2507	7	95	1			2	0.19																																																																						
4	2019	LMEL	13	2507	7	96	1			2	0.19																																																																						
4	2019	LMEL	13	2507	7	97	1			2	0.18																																																																						
4	2019	LMEL	13	2507	7	98	1			2	0.245																																																																						
4	2019	LMEL	13	2507	7	99	1			2	0.165																																																																						
4	2019	LMEL	13	2507	7	100	1			2	0.17																																																																						
4	2019	LMEL	13	2507	7	101	1			2	0.155																																																																						
4	2019	LMEL	13	2507	7	102	1			2	0.155																																																																						
4	2019	LMEL	13	2507	7	103	1			2	0.26																																																																						
4	2019	LMEL	13	2507	7	104	1			2	0.175																																																																						
4	2019	LMEL	13	2507	7	105	1			2	0.21																																																																						
4	2019	LMEL	13	2507	7	106	1			2	0.19																																																																						
4	2019	LMEL	13	2507	7	107	1			2	0.18																																																																						
4	2019	LMEL	13	2507	7	108	1			2	0.175																																																																						
4	2019	LMEL	13	2507	7	109	1			2	0.155																																																																						
4	2019	LMEL	13	2507	7	110	1			2	0.24																																																																						
4	2019	LMEL	13	2507	7	111	1			2	0.195																																																																						
4	2019	LMEL	13	2507	7	112	1			2	0.175																																																																						
4	2019	LMEL	13	2507	7	113	1			2	0.21																																																																						
4	2019	LMEL	13	2507	7	114	1			2	0.17																																																																						
4	2019	LMEL	13	2507	7	115	1			2	0.175																																																																						
4	2019	LMEL	13	2507	7	116	1			2	0.16																																																																						
4	2019	LMEL	13	2507	8	1	1	0.01		1	0.115																							0			1		2																1																										0.6490139733519729
4	2019	LMEL	13	2507	8	2	1	0.009		1	0.09																							0			1		2																1																										1.2142182938512824
4	2019	LMEL	13	2507	8	3	1			1	0.095																																																																						
4	2019	LMEL	13	2507	8	4	1			1	0.1																																																																						
4	2019	LMEL	13	2507	8	5	1			1	0.1																																																																						
4	2019	LMEL	13	2507	8	6	1			1	0.12																																																																						
4	2019	LMEL	13	2507	8	7	1			1	0.1																																																																						
4	2019	LMEL	13	2507	8	8	1			1	0.105																																																																						
4	2019	LMEL	13	2507	8	9	1			1	0.1																																																																						
4	2019	LMEL	13	2507	8	10	1			1	0.1																																																																						
4	2019	LMEL	13	2507	8	11	1			1	0.105																																																																						
4	2019	LMEL	13	2507	8	12	1			1	0.1																																																																						
4	2019	LMEL	13	2507	8	13	1			1	0.095																																																																						
4	2019	LMEL	13	2507	8	14	1			1	0.095																																																																						
4	2019	LMEL	13	2507	8	15	1			1	0.095																																																																						
4	2019	LMEL	13	2507	8	16	1			1	0.11																																																																						
4	2019	LMEL	13	2507	8	17	1			1	0.095																																																																						
4	2019	LMEL	13	2507	8	18	1			1	0.075																																																																						
4	2019	LMEL	13	2507	8	19	1			1	0.105																																																																						
4	2019	LMEL	13	2507	8	20	1			1	0.12																																																																						
4	2019	LMEL	13	2507	8	21	1			1	0.09																																																																						
4	2019	LMEL	13	2507	8	22	1			1	0.075																																																																						
4	2019	LMEL	13	2507	8	23	1			1	0.105																																																																						
4	2019	LMEL	13	2507	8	24	1			1	0.095																																																																						
4	2019	LMEL	13	2507	8	25	1			1	0.115																																																																						
4	2019	LMEL	13	2507	8	26	1			1	0.105																																																																						
4	2019	LMEL	13	2507	8	27	1			1	0.1																																																																						
4	2019	LMEL	13	2507	8	28	1			1	0.105																																																																						
4	2019	LMEL	13	2507	8	29	1			1	0.095																																																																						
4	2019	LMEL	13	2507	8	30	1			1	0.09																																																																						
4	2019	LMEL	13	2507	8	31	1			1	0.11																																																																						
4	2019	LMEL	13	2507	8	32	1			1	0.1																																																																						
4	2019	LMEL	13	2507	8	33	1			1	0.095																																																																						
4	2019	LMEL	13	2507	8	34	1			1	0.095																																																																						
4	2019	LMEL	13	2507	8	35	1			1	0.095																																																																						
4	2019	LMEL	13	2507	8	36	1			1	0.1																																																																						
4	2019	LMEL	13	2507	8	37	1			1	0.105																																																																						
4	2019	LMEL	13	2507	8	38	1			1	0.105																																																																						
4	2019	LMEL	13	2507	8	39	1			1	0.1																																																																						
4	2019	LMEL	13	2507	8	40	1			1	0.08																																																																						
4	2019	LMEL	13	2507	8	41	1			1	0.1																																																																						
4	2019	LMEL	13	2507	8	42	1			1	0.095																																																																						
4	2019	LMEL	13	2507	9	1	1	2.26		3	0.61			2	1																																																																		0.9715901243882555
4	2019	LMEL	13	2507	10	1	1	0.85		2	0.44																																																																						0.981022799222323
4	2019	LMEL	13	2507	10	2	1	0.58		2	0.375																																																																						1.0781448821084005
4	2019	LMEL	13	2507	10	3	1	0.76		2	0.405																																																																						1.123131875401634
4	2019	LMEL	13	2507	10	4	1	0.62		2	0.385																																																																						1.065556711758585
4	2019	LMEL	13	2507	10	5	1	0.94		2	0.44																																																																						1.084895801492922
4	2019	LMEL	13	2507	10	6	1	0.94		2	0.43																																																																						1.1619020506528264
4	2019	LMEL	13	2507	10	7	1	0.75		2	0.395																																																																						1.1941252025348292
4	2019	LMEL	13	2507	10	8	1	0.69		2	0.395																																																																						1.098595186332043
4	2019	LMEL	13	2507	11	1	1	0.006		2	0.08																																																																						1.0685366057266883
4	2019	LMEL	13	2507	11	2	1	0.013		2	0.115																																																																						0.8013638596457432
4	2019	LMEL	13	2507	11	3	1	0.013		2	0.125																																																																						0.6272097458745128
4	2019	LMEL	13	2507	11	4	1	0.006		2	0.1																																																																						0.5571596465518492
4	2019	LMEL	13	2507	11	5	1	0.004		2	0.075																																																																						0.8593199288375684
4	2019	LMEL	13	2507	11	6	1	0.008		2	0.11																																																																						0.5618655692729767
4	2019	LMEL	13	2507	11	7	1	0.039		2	0.17																																																																						0.7597965352547419
4	2019	LMEL	13	2507	11	8	1	0.058		2	0.185																																																																						0.8798814814814815
4	2019	LMEL	13	2507	11	9	1	0.015		2	0.135																																																																						0.5770097670924118
4	2019	LMEL	13	2507	11	10	1	0.004		2	0.075																																																																						0.8593199288375684
4	2019	LMEL	13	2507	11	11	1	0.018		2	0.13																																																																						0.7737931312425694
4	2019	LMEL	13	2507	11	12	1	0.004		2	0.08																																																																						0.7123577371511256
4	2019	LMEL	13	2507	11	13	1	0.008		2	0.1																																																																						0.7428795287357989
4	2019	LMEL	13	2507	11	14	1	0.008		2	0.11																																																																						0.5618655692729767
4	2019	LMEL	13	2507	11	15	1	0.021		2	0.14																																																																						0.725729374220408
4	2019	LMEL	13	2507	11	16	1	0.006		2	0.095																																																																						0.647347392909523
4	2019	LMEL	13	2507	11	17	1	0.004		2	0.09																																																																						0.5053994827552168
4	2019	LMEL	13	2507	11	18	1	0.016		2	0.135																																																																						0.6154770848985724
4	2019	LMEL	13	2507	11	19	1	0.01		2	0.11																																																																						0.7023319615912208
4	2019	LMEL	13	2507	11	20	1	0.01		2	0.11																																																																						0.7023319615912208
4	2019	LMEL	13	2507	11	21	1	0.005		2	0.1																																																																						0.4642997054598743
4	2019	LMEL	13	2507	11	22	1	0.015		2	0.13																																																																						0.6448276093688078
4	2019	LMEL	13	2507	11	23	1	0.014		2	0.13																																																																						0.601839102077554
4	2019	LMEL	13	2507	11	24	1	0.015		2	0.13																																																																						0.6448276093688078
4	2019	LMEL	13	2507	11	25	1	0.075		2	0.215																																																																						0.728926064118159
4	2019	LMEL	13	2507	11	26	1	0.017		2	0.135																																																																						0.6539444027047332
4	2019	LMEL	13	2507	11	27	1	0.005		2	0.095																																																																						0.5394561607579359
4	2019	LMEL	13	2507	11	28	1	0.014		2	0.125																																																																						0.6754566494033215
4	2019	LMEL	13	2507	11	29	1	0.017		2	0.13																																																																						0.7308046239513155
4	2019	LMEL	13	2507	11	30	1	0.025		2	0.15																																																																						0.7049048158215886
4	2019	LMEL	13	2507	11	31	1	0.021		2	0.145																																																																						0.6543999143047732
4	2019	LMEL	13	2507	11	32	1	0.017		2	0.13																																																																						0.7308046239513155
4	2019	LMEL	13	2507	11	33	1	0.004		2	0.09																																																																						0.5053994827552168
4	2019	LMEL	13	2507	11	34	1	0.012		2	0.125																																																																						0.5789628423457042
4	2019	LMEL	13	2507	11	35	1	0.004		2	0.085																																																																						0.5970845481049563
4	2019	LMEL	13	2507	11	36	1	0.016		2	0.135																																																																						0.6154770848985724
4	2019	LMEL	13	2507	11	37	1	0.017		2	0.135																																																																						0.6539444027047332
4	2019	LMEL	13	2507	11	38	1	0.016		2	0.13																																																																						0.6878161166600617
4	2019	LMEL	13	2507	11	39	1	0.017		2	0.135																																																																						0.6539444027047332
4	2019	LMEL	13	2507	11	40	1	0.014		2	0.125																																																																						0.6754566494033215
4	2019	LMEL	13	2507	11	41	1	0.008		2	0.115																																																																						0.49314699055122657
4	2019	LMEL	13	2507	11	42	1	0.019		2	0.13																																																																						0.8167816385338231
4	2019	LMEL	13	2507	11	43	1	0.028		2	0.155																																																																						0.7166652669298172
4	2019	LMEL	13	2507	11	44	1	0.008		2	0.1																																																																						0.7428795287357989
4	2019	LMEL	13	2507	11	45	1	0.009		2	0.11																																																																						0.6320987654320988
